"","total_genusmass","simpson","shannon","richness","Bacteria","Eukaryota","Viruses"
"sample_107",0.596677847310746,0.311339083809471,0.517774207181252,6,0.0125025094818423,0,3.93366763445267
"sample_108",-1.45075009035784,0.783833814074089,2.0243877794941,7,0.0346858760970532,0.000462190505682632,0
"sample_109",1.06119898864932,0.48198009578552,0.904929608774151,10,11.5120050338556,0,0
"sample_110",0.742419048225586,0.0287599376782899,0.088308210889607,4,0.0799447026239745,0.000515913911790603,5.44564331025374
"sample_111",-1.0834108749807,0.890485659419524,2.61782175492912,20,0.078408490815029,0,0
"sample_112",1.1275445354471,0.267862246048802,0.549226920691335,13,2.01122723641343,0.00786523261829569,11.3910393602311
"sample_113",-1.89734277065222,0.911136266348344,2.83656891383267,3,0.00629615539172929,0.00573978034145587,0.000284953633972986
"sample_114",-1.63431952092164,0.672036059251914,1.67388013577621,5,0.00880884520996172,0.000774059710966104,0.0127719852309407
"sample_115",0.225107866562474,0.158857208461224,0.4093956694771,7,0.141180048462539,0.000378750987457932,1.53742240113697
"sample_116",1.29285150755372,0.0129107996468919,0.0505903680154768,12,0.12597687552626,0.00063716705182679,19.500226352018
"sample_117",1.19988796091273,0.319607847704596,0.6173253524695,15,15.8433215972929,0.00152215462973258,0
"sample_118",-0.243987732056423,0.162484627032094,0.467499244474532,8,0.566480707121484,0.000368624079432251,0
"sample_119",-1.11047569874033,0.962389064106909,3.86945191816445,20,0.0678872467291277,0.00665670657591063,0.000153499795333606
"sample_120",0.0612352545577527,0.71668750245695,1.72734585814496,27,1.1458326646232,0,0
"sample_121",1.32532077965934,0.685110742411857,1.32250810601096,16,18.9898469158917,0.000506836348485293,2.15284856009541
"sample_122",-0.798882295600131,0.751727438345389,1.86979899236648,13,0.154227437747354,0,0
"sample_123",-0.552855998526064,0.716250384912355,1.74331043364259,13,0.266499121071412,0.0057962896467878,0
"sample_124",-0.860518761577699,0.822289637671675,2.39348965836679,17,0.114544731042827,0.00123067061929811,0.0168126642810495
"sample_125",0.849027064645052,0.546225749671724,0.946706516850908,9,6.9888364665129,0,0.0747792573844517
"sample_126",-0.0110905483205219,0.0368066531908953,0.123929334027608,3,0.0171523775957954,6.08374049780572e-05,0.956625607096464
"sample_127",1.90222658744433,0.489194896071363,0.698957726684767,14,79.8260042298136,0.00223847186987017,0.00746157289956723
"sample_128",2.22369321913645,0.0506410347039126,0.142420316575981,29,167.365467230373,0.000801886425666586,0
"sample_129",0.491279624063932,0.0802995128168774,0.184337259750972,3,3.09012953405924,0.0092847061364969,0
"sample_130",-1.42045714927593,0.693681031760483,1.47847838659253,8,0.0210527419393618,0.001328008447845,0.0144840341377543
