,Abiotrophia,Acetivibrio,Acidimicrobium,Acidovorax,Acinetobacter,Actinoallomurus,Actinobacillus,Actinobaculum,Actinomyces,Actinomycetospora,Aerococcus,Aeromicrobium,Aeromonas,Afipia,Aggregatibacter,Agrobacterium,Alistipes,Alkalitalea,Alloprevotella,Allorhizobium,Allosphingosinicella,Alphainfluenzavirus,Alteromonas,Alysiella,Amedibacterium,Aminipila,Amphritea,Amycolatopsis,Amygdalobacter,Anabaena,Anaerococcus,Anaerostipes,Aneulophus,Anoxybacillus,Apibacter,Aquabacterium,Aquisphaera,Arabidopsis,Arachnia,Araucaria,Arxiella,Aspergillus,Atopobium,Auraticoccus,Aureobasidium,Austrotaxus,Avena,Avibacterium,Bacillus,Bacteriovorax,Bacteroides,Belnapia,Bergeyella,Betacoronavirus,Betatorquevirus,Bibersteinia,Bifidobacterium,Bisgaardia,Bjerkandera,Blastobacter,Blastomonas,Blautia,Bosea,Brachybacterium,Bradyrhizobium,Brassica,Brevibacterium,Brevundimonas,Brucepastera,Buckleyzyma,Bulleidia,Bullera,Buttiauxella,Caldibacillus,Caldimonas,Campylobacter,Candida,Candidatus Arcticimaribacter,Candidatus Minimicrobia,Capnocytophaga,Capnodium,Cardiobacterium,Carnobacterium,Cathaya,Catonella,Caulifigura,Caulobacter,Cellulophaga,Centipeda,Cercospora,Cercostigmina,Cereibacter,Chamaecyparis,Chryseobacterium,Citrobacter,Cladosporium,Claveliimonas,Cloacibacterium,Clogmia,Clostridium,Columnosphaeria,Comamonas,Conchiformibius,Constantinomyces,Coprinopsis,Coprobacter,Cordyceps,Corynebacterium,Croceibacterium,Cryptobacterium,Cunninghamia,Cupriavidus,Curtobacterium,Cutibacterium,Cyberlindnera,Cytophaga,Dankookia,Darkera,Debaryomyces,Dechloromonas,Deinococcus,Delftia,Dermacoccus,Dermatophilus,Dialister,Diaphorobacter,Diaporthe,Diddensiella,Dissoconium,Dokdonella,Dolosigranulum,Dothiora,Drepanosiphum,Duffyella,Duncaniella,Ectobacillus,Eikenella,Elizabethkingia,Elsinoe,Empedobacter,Emticicia,Encephalartos,Enhydrobacter,Enterobacter,Enterocloster,Enterococcus,Enterovirus,Epicoleosporium,Epilithonimonas,Eremothecium,Erwinia,Escherichia,Eubacterium,Evadne,Exiguobacterium,Ezakiella,Faecalibacterium,Fastidiosipila,Ferribacterium,Festuca,Filifactor,Filobasidium,Finegoldia,Flavobacterium,Frankia,Frederiksenia,Frigoriglobus,Fructobacillus,Fusarium,Fusobacterium,Fusoidiella,Gallibacterium,Gardnerella,Gemella,Geobacillus,Ginkgo,Glaciecola,Glaesserella,Glarea,Glutamicibacter,Glyptostrobus,Gnetum,Golubevia,Gordonia,Grammothele,Granulicatella,Haemophilus,Halobacteriovorax,Halomonas,Hannaella,Helcococcus,Herbaspirillum,Hertelidea,Heyndrickxia,Hirsutella,Histophilus,Hordeum,Hormonema,Hoylesella,Hungatella,Hydrogenophaga,Hydrogenophilus,Hymenobacter,Hyphopichia,Hysteropatella,Hyweljonesia,Ideonella,Intrasporangium,Isosphaera,Janthinobacterium,Jeotgalibaca,Johnsonella,Justicia,Kaistella,Kingella,Klebsiella,Kluyvera,Kocuria,Komagataella,Kytococcus,Lachnoanaerobaculum,Lachnospira,Lacrimispora,Lactobacillus,Lactococcus,Lancefieldella,Lasallia,Lasiodiplodia,Latilactobacillus,Lautropia,Lawsonella,Leclercia,Legionella,Lelliottia,Leptothrix,Leptotrichia,Leuconostoc,Leucosporidium,Ligilactobacillus,Limosilactobacillus,Lolium,Mageeibacillus,Malassezia,Maldane,Malus,Mammaliicoccus,Mannheimia,Marinomonas,Marmoricola,Massilia,Medicago,Medicopsis,Mediterraneibacter,Megamonas,Megasphaera,Meiothermus,Mergibacter,Meristemomyces,Mesorhizobium,Metabacillus,Metamycoplasma,Metapneumovirus,Metasequoia,Methylobacterium,Methylomusa,Methylorubrum,Microbacterium,Microbiota,Micrococcus,Microcycas,Microlunatus,Micromonospora,Micropruina,Microvirga,Miltoncostaea,Modestobacter,Mogibacterium,Moheibacter,Monilia,Moraxella,Morganella,Morococcus,Moryella,Mucilaginibacter,Muribacter,Musa,Mycobacteroides,Mycolicibacterium,Mycophycias,Mycoplasma,Mycoplasmopsis,Myriangium,Myroides,Nakaseomyces,Nannochloris,Nanosynbacter,Necropsobacter,Neisseria,Neobacillus,Neocatenulostroma,Neomanoharachariella,Neorhizobium,Nevskia,Nicoletella,Nocardioides,non-genus-specific reads in family Acetobacteraceae,non-genus-specific reads in family Actinomycetaceae,non-genus-specific reads in family Aerococcaceae,non-genus-specific reads in family Anelloviridae,non-genus-specific reads in family Bacteroidaceae,non-genus-specific reads in family Boletaceae,non-genus-specific reads in family Candidatus Nanogingivalaceae,non-genus-specific reads in family Candidatus Saccharimonadaceae,non-genus-specific reads in family Carnobacteriaceae,non-genus-specific reads in family Clostridiaceae,non-genus-specific reads in family Coronaviridae,non-genus-specific reads in family Dothioraceae,non-genus-specific reads in family Elsinoaceae,non-genus-specific reads in family Enterobacteriaceae,non-genus-specific reads in family Eubacteriales Family XIII. Incertae Sedis,non-genus-specific reads in family Flavobacteriaceae,non-genus-specific reads in family Fusobacteriaceae,non-genus-specific reads in family Heliobacteriaceae,non-genus-specific reads in family Herelleviridae,non-genus-specific reads in family Inoviridae,non-genus-specific reads in family Lachnospiraceae,non-genus-specific reads in family Microviridae,non-genus-specific reads in family Moraxellaceae,non-genus-specific reads in family Mycosphaerellaceae,non-genus-specific reads in family Myriangiaceae,non-genus-specific reads in family Neisseriaceae,non-genus-specific reads in family Oscillospiraceae,non-genus-specific reads in family Parmeliaceae,non-genus-specific reads in family Pasteurellaceae,non-genus-specific reads in family Peptostreptococcaceae,non-genus-specific reads in family Phaeosphaeriaceae,non-genus-specific reads in family Pinaceae,non-genus-specific reads in family Prevotellaceae,non-genus-specific reads in family Propionibacteriaceae,non-genus-specific reads in family Rhodocyclaceae,non-genus-specific reads in family Sphingomonadaceae,non-genus-specific reads in family Streptococcaceae,non-genus-specific reads in family Teratosphaeriaceae,non-genus-specific reads in family Tremellaceae,non-genus-specific reads in family Veillonellaceae,Nonlabens,Nothocladosporium,Nothotsuga,Novosphingobium,Nymphaea,Oceanisphaera,Oceanivirga,Oceanobacillus,Ophiocordyceps,Ophiostoma,Oribacterium,Ornithobacterium,Orthopneumovirus,Oryza,Otariodibacter,Ottowia,Ourmiavirus,Paenarthrobacter,Paenimyroides,Pahexavirus,Paludibacter,Pantoea,Papiliotrema,Parabacteroides,Paraburkholderia,Paracidovorax,Paracoccus,Paradissoconium,Parageobacillus,Paraliomyces,Paralysiella,Paraprevotella,Parasola,Paraxerochrysium,Parengyodontium,Parmotrema,Paroceanicella,Parvimonas,Pasteurella,Patellaria,Pauljensenia,Pediococcus,Pedobacter,Pelosinus,Penicillium,Penidiella,Peptacetobacter,Peptoanaerobacter,Peptoniphilus,Peptostreptococcus,Peribacillus,Pestalotiopsis,Phascolarctobacterium,Phocaeicola,Photobacterium,Phragmites,Phyllobacterium,Picea,Pichia,Picipes,Pimelobacter,Pinus,Piscinibacter,Pleomorphomonas,Pneumocystis,Podospora,Populus,Porphyromonas,Prasiola,Prevotella,Prevotellamassilia,Priestia,Propionibacterium,Proteiniphilum,Protoparmeliopsis,Pseudaeromonas,Pseudocercospora,Pseudoduganella,Pseudoglutamicibacter,Pseudohongiella,Pseudoleptotrichia,Pseudomonas,Pseudonocardia,Pseudopestalotiopsis,Pseudoprevotella,Pseudorhodoplanes,Pseudostreptobacillus,Pseudoveronaea,Pseudoxanthomonas,Psychrobacter,Pyramidobacter,Pyrenula,Quercus,Ralstonia,Ramichloridium,Ramlibacter,Ramularia,Rhadinovirus,Rheinheimera,Rhizobium,Rhizoplaca,Rhodobacter,Rhodococcus,Rhodoferax,Rhodopseudomonas,Rhodotorula,Riemerella,Rodentibacter,Roseomonas,Rothia,Rufibacter,Rumex,Rupestriomyces,Rutstroemia,Saccharimonas,Saccharomyces,Saitozyma,Salinicoccus,Salix,Salmonella,Sarcinomyces,Sarea,Saxegothaea,Schaalia,Scolecobasidium,Sebaldella,Segatella,Selenobaculum,Selenomonas,Sequoia,Serratia,Siminovitchia,Simonsiella,Singulisphaera,Sinomicrobium,Sinorhizobium,Sistotrema,Skermanella,Slimacomyces,Sneathia,Snodgrassella,Solanum,Solobacterium,Spencermartinsiella,Sphaceloma,Sphaerotilus,Sphaerulina,Sphingobacterium,Sphingobium,Sphingomonas,Sphingopyxis,Spirosoma,Sporomusa,Staphylococcus,Stappia,Starmerella,Stenotrophomonas,Streptobacillus,Streptococcus,Stutzerimonas,Sugiyamaella,Superstratomyces,Sydowia,Syntrophothermus,Tahibacter,Tannerella,Teichospora,Tepidibacter,Tepidimonas,Teratosphaeria,Thauera,Thermoanaerobacter,Thermobispora,Thermus,Thuja,Timema,Tobamovirus,Toxicocladosporium,Treponema,Tripidium,Triticum,Trueperella,Tsuga,Umbilicaria,Ureaplasma,Uruburuella,Uwebraunia,Vaginimicrobium,Vagococcus,Variovorax,Veillonella,Vespertiliibacter,Vibrio,Vitreoscilla,Weeksella,Wielerella,Williamsia,Xanthobacter,Xanthomonas,Xenorhabdus,Xerochrysium,Xylaria,Zea,Zymoseptoria
healthy_001,0,0,0,0,0.009338812,0,0,0,0.042958536,0,0,0,0,0,0.013074337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00747105,0,0,0,0.018677624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027082555,0,0,0,0.034553605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06163616,0,0,0,0,0,0,0.011206575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259618976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016809862,0,0,0,0,0,0.006537168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016809862,0,0,0,0.294172581,0,0,0,0,0,0,0,0,0,0,0,0.02334703,0.490287635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037355248,0,0,0,0,0,0.066305566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.86122525,0,0.00747105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082181547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.572095629,0,0,0,0,0,0,0,0,0,0,0.018677624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040156892,0,0,0,0,0,0,0,0,0,0,0.025214793,0,0.329660067,0,0,0,0,0,0,0,0,0,0,0,0.00747105,0,0,0,0,0,0,0,0.009338812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112999626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014008218,0,0.016809862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009338812,0,0,0,0,0,0,0,0.00747105,0.026148674,21.48300336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251214046,0,0,0,0,0,0,0,0,0,0,0,0,0
healthy_002,0.010107505,0.001024108,0,0,0,0,65.7997218,0,0.107219697,0,0,0,0,0,7.87129718,0,0.035175897,0.014382044,0.066344414,0,0,0,0,0,0,0.00276064,0,0,0,0,0,0.013090777,0,0.001157688,0,0,0,0,0,0,0,0.000667897,0.002270849,0,0.003562116,0,0,0.007346865,0,0,0.104904322,0.000578844,0.150276776,0,0,0.037179588,0,0.000667897,0.000801476,0,0,0,0,0,0,0,0.000400738,0,0,0,0.008771711,0,0,0,0,9.84239417,0.380879273,0,0.006634441,1.506864198,0,0.00138032,0,0,0.014782782,0,0,0,0.000534317,0.001870111,0,0.001246741,0,5.192630338,0.000846003,0,0,0,0,0,0,0,0.00903887,0,0,0.004408119,0,1.069258225,0,0,0,0,0,0.00890529,0,0,0.000935055,0,0,0,0,0,0,0,0.14119338,0,0,0,0,0,0.782730505,0,0,0,0.005966545,0,0.086247738,0.207137056,0,0,0.011398772,0,0,0.023955231,0,0.030099882,0,0,0.014960888,0.000667897,0,0.033973683,0.002315376,0.006411809,0,0,0,0,0,0,0.003072325,0,0,0,0,0,0,0,0,6.554917145,0,0,0,90.13347249,0,0,0,0.755257683,0,0,0,0,0,0,0,1.390828263,148.3791036,0,0,0,0.00062337,0,0,0,0,0,0,0,0.084956471,0.265021444,0,0,0,0,0,0,0,0.000801476,0,0,6.857964179,0.002448955,0,0.162477024,0.108510964,0.007346865,0.001647479,0,0,0,0.441524301,0,0,0.002493481,0.009884872,0.097379351,0,0,0,0.057839862,0,0,0,0.000935055,0,0.386445079,0,0,0,0,0,0,0,0,0,0,2.697679638,0,0,0,0,0,0,0,0.061980822,0.000890529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000667897,0,0,0,0,0.011844036,0.000489791,0,22.58061069,0,0.253889831,0.001469373,0.002359902,0.001914637,0,0,0.001781058,0,0,0.002048217,0,0,0.002849693,0,0.030277988,0,270.7311154,0,0,0,0,0,0.001335794,0,0.001202214,0,0.003473063,0,0.002048217,0,0.084867418,0,0,0,0,0,0,0,0.057884388,3.676593691,0,0.000890529,0,0.009439608,0.449093798,0,7.279095365,0,0,0.001825585,0,0,196.762259,0,0,0,0.182202243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004274539,0.010953507,0,0,0.034196315,0.02208512,0,0,0,0,0,0,0,0,0,0,0.000667897,0,0,0,0.000578844,0.031346622,0,0,0,0,0,0.202773464,0.147427083,0,0,0,0,0,0,0,0,0,0,0.343966844,0,0,0,0,0,0,0,0,0.00213727,0,0,0,0,0,0,0,0,0,0,16.32117108,0.136117365,0.002092743,0,0,0,0,0,0,0,0,0.612194192,0,0,0,0,0,0.000935055,0,0,0,0,0,0,0.004007381,0,0,0,0,0,0,0,0.001602952,0,0,0.000311685,0,14.25305095,0.025780816,0,6.143002935,0,0,0,0,0.038871593,0,0,0,0,0.013669621,0,0,0,0.617403787,0,0,0.313555277,0.001335794,0.354964878,0,0.007168759,0,0.109846758,0,0,0,0,0,0,0.016875525,0,0,0.031925466,0,0,0,0,0,0,0,0,0,0,0.045595087,0,0.002493481,0.000400738,0.121779847,137.6471154,0.003829275,0,0,0,0,0,0,0,0.000846003,0,0,0,0,0.000445265,0,0,0,0,0,0.487831811,0,0,0,0,0,0,0.001781058,0,0,0.014916362,0,14.92597923,0.015984996,0,0,0.00075695,0.007614023,0,0,0,0,0,0,0,0.001469373
healthy_003,0,0,0,0.004625347,0.006167129,0,0,0,0.076896392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001927228,0,0,0,0,0,0,0,0,0,0,0,0.008479803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00279448,0,0,0,0,0,0,0,0.026884829,0,0,0,0,0,0.007130743,0,0,0,0,0,0,0,0,0,0,0,0,0.009443417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03459374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034786463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000963614,0,0,0.004047179,0,0,0.01175609,0,0,0,0,0,0.002890842,0.065333025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001541782,0,0.000963614,0,0,0,0,0,0,0,0,0,0,0.002505396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032762874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000963614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004239901,0,0,0.080365402,0,0,0,0,0.019175917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007708912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.825373882,0,0,0,0,0,0,0,0.00134906,0,0,0,0,0,0.013394234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005010792,0,0,0,0,0,0,0,0,0,0.007034382,0,0,0,0,13.86592276,0.007516189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001927228,0,0.002312673,0,0,0,0,0,0,0,0,0,0,0,0,0
healthy_004,0,0,0,0,0,0,0.680810245,0,0,0,0,0,0,0,0.026161052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009343233,0.259118995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018686466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149491728,0,0,0,0.039864461,0,0,0,0.016817819,0,0,0,0,0,0,0,0.007474586,1.930311939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008097469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.666284632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016194937,0,0.548136336,0,0,0,0,0,0,0,0,0,0,0.004983058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006228822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152606139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687661949,0.015572055,0,0,0,0,0,0,0,0,0,0,0.021177995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120839147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012457644,0,0,0.008720351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017440702,0,0,0,0,1.258222045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157589197,0,0,0,0,0,0,0,0,0,0,0,0,0
healthy_005,0,0,0.000533422,0.003940047,0.01053508,0,0,0,0,0,0,0,0.000290957,0,0,0.000400066,0,0,0,0.000424313,0,0,0,0,0,0,0.000133355,0,0,0,0.000121232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009213649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001309308,0.000169725,0,0,0,0,0,0.000897118,0,0,0,0,0,0,0,0.000497052,0.00037582,0.000315204,0,0,0,0,0,0,0,0,0,0.000290957,0,0,0,0,0,0.007564891,0,0,0,0.000193972,0,0.133185721,0.002448891,0,0,0.000315204,0.000860749,0,0,0.000400066,0.000557668,0,0,0,0,0,0.000872872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056785174,0,0,0.001188076,0,0,0.000703147,0,0,0,0,0,0,0,0,0,0,0.001648758,0.001818483,0,0,0.0006789,0.006704142,0,0,0,0,0,0,0,0,0,0.001212322,0,0.000363697,0.001794237,0,0.000315204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169725,0,0,0,0,0,0,0,0.00143054,0.003491488,0,0.000460682,0,0,0.001660881,0,0,0,0,0,0,0,0,0,0.000121232,0,0,0,0,0,0,0,0,0.008777213,0,0,0,0,0.000145479,0,0.00180636,0,0.000193972,0,0,0,0,0,0,0,0.000254588,0,0,0,0,0,0,0.000460682,0,0,0,0,0,0,0,0,0,0,0,0,0.004643194,0,0,0,0,0,0,0,0.001260815,0.000945611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000521299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000193972,0.000278834,0.003127791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000387943,0,0,0,0,0,0,0,0,0,0.001697251,0,0,0.012499042,0,0,0,0,0.000994104,0,0,0,0,0,0.000594038,0.000133355,0,0,0,0,0,0.000581915,0,0,0,0,0,0.000533422,0,0,0,0,0.002000332,0.002109441,0.000436436,0,0.000727393,0,0,0,0,0.000727393,0,0,0,0,0,0,0.039764169,0,0.0006789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000897118,0,0.000400066,0,0,0.000315204,0,0,0,0,0,0,0,0.000181848,0,0.000169725,0,0,0,0,0.002109441,0,0,0,0,0.006849621,0.002376152,0.00033945,0.000363697,0.00075164,0,0,0,0,0,0.000533422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001200199,0,0,0.00037582,0,0,0,0,0,0,0.000145479,0,0,0,0,0.001406294,0,0.00150328
healthy_006,0.406926498,0,0,0,0.00261665,0.001756894,1.455493022,0.003700691,0.37791906,0,0.001869036,0,0,0,1.178427139,0,0,0.000897137,0.001495229,0,0.000299046,0,0,0.00261665,0,0,0,0,0.000747614,0,0.000299046,0,0,0,0.002766173,0,0,0,0.020148207,0,0,0,0,0,0,0,0,0.003289503,0,0,0,0,0.013158013,0.151055482,0.000299046,0.001756894,0,0,0,0,0,0.000897137,0,0,0,0,0,0,0,0,0.003850214,0,0,0,0,0.362443443,0,0,0.008074235,0.262935971,0,0.073266208,0,0,0,0,0,0.000485949,0,0,0,0,0,0.027923396,0,0,0,0.003551168,0,0,0,0,0,0,0,0,0,1.864475459,0,0.00052333,0,0,0.001233564,0.000710234,0.000897137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202939919,0,0,0,0,0.000299046,0.006392103,0.002728792,0,0,0,0,0,0.002504508,0,0,0,0,0,0,0,0.024409609,0.000299046,0,0,0.001831655,0.00052333,0,0,0,0,0.002354985,0,0,0.000411188,0,0,0,0,0.926967048,0,0.000635472,0.000373807,7.928861503,0,0,0,0.008971372,0,0,0,0,0,0,0,12.28420111,13.63861667,0,0,0,0.000971899,0,0,0,0,0,0,0,0.057192499,0.001682132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06870576,0,0,0,0.001158802,0,0.056444884,0,0.005980915,0.007999474,0.014914907,0.050650873,0,0,0.00052333,0.583438249,0,0,0,0,0,0.198566375,0,0,0.002055939,0,0,0,0,0,0.000747614,0,0.006466864,0,0,0.000411188,0,0,0,0,0.110123596,0,0.000448569,0,0,0,0,0,0,0.000299046,0.007064956,0,0,0,0,0,0,0,0,0,0,0,0.006279961,0,0,0.356873716,0,0.006466864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038427378,0,7.148314728,0,0,0,0,0,0,0,0,0.003738072,0,0,0,0,0,0,0.374405273,0,0.000261665,0,0,0.000261665,0,0.020409872,0,0,0.001084041,0.002280224,0.005980915,0.000747614,0,0,0,0,0,0,0.003738072,0,0,0,0.002168082,0,0,0,0.000747614,0,0.00104666,0,0,0,0,0,0,0,0.000448569,0,0,0,0.005980915,0,0,0,0,0,0,0.000784995,0,0,0,0,0,0,0,0,0.000485949,0,0,0,0,0.005420204,0,0,0,0,0,0.012447779,0.009756367,0,0.00209332,0,0,0.000373807,0,0,0,0,0.00052333,0.00209332,0,0,0,0,0,0,0.001943797,0,0,0,0,0.002766173,0,0,0,0,0,0.714382904,0,2.548804266,0.106011717,0,0,0,0,0,0,0,0,0,0.164026591,0.000971899,0,0,0,0,0,0,0,0,0,0,0,0.001121422,0.000934518,0,0,0,0,0,0,0,0,0,0,0,0.348874242,0.021157486,0,6.244374202,0,0,0,0,0,0,0,0,0,0.001532609,0,0,0,0.568523342,0,0,0.096703918,0,0.038277855,0,0.002691412,0,0.64388287,0,0,0,0,0,0,0,0.00156999,0.036334058,0,0,0,0,0,0,0.000672853,0.00052333,0,0,0.000747614,0.004635209,0,0,0.000373807,0.277065883,50.59009202,0.001495229,0.002168082,0,0,0,0,0.029904575,0,0,0,0,0,0,0,0.000373807,0,0,0,0,0,0,0,0.000672853,0,0,0.070313131,0,0.00052333,0,0,0,1.916472038,0,0.002280224,0.000635472,0,0.002354985,0,0,0,0,0,0,0,0
