"","HALLMARK_ADIPOGENESIS","HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_ANDROGEN_RESPONSE","HALLMARK_ANGIOGENESIS","HALLMARK_APICAL_JUNCTION","HALLMARK_APICAL_SURFACE","HALLMARK_APOPTOSIS","HALLMARK_BILE_ACID_METABOLISM","HALLMARK_CHOLESTEROL_HOMEOSTASIS","HALLMARK_COAGULATION","HALLMARK_COMPLEMENT","HALLMARK_DNA_REPAIR","HALLMARK_E2F_TARGETS","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","HALLMARK_ESTROGEN_RESPONSE_EARLY","HALLMARK_ESTROGEN_RESPONSE_LATE","HALLMARK_FATTY_ACID_METABOLISM","HALLMARK_G2M_CHECKPOINT","HALLMARK_GLYCOLYSIS","HALLMARK_HEDGEHOG_SIGNALING","HALLMARK_HEME_METABOLISM","HALLMARK_HYPOXIA","HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL6_JAK_STAT3_SIGNALING","HALLMARK_INFLAMMATORY_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_GAMMA_RESPONSE","HALLMARK_KRAS_SIGNALING_DN","HALLMARK_KRAS_SIGNALING_UP","HALLMARK_MITOTIC_SPINDLE","HALLMARK_MTORC1_SIGNALING","HALLMARK_MYC_TARGETS_V1","HALLMARK_MYC_TARGETS_V2","HALLMARK_MYOGENESIS","HALLMARK_NOTCH_SIGNALING","HALLMARK_OXIDATIVE_PHOSPHORYLATION","HALLMARK_P53_PATHWAY","HALLMARK_PANCREAS_BETA_CELLS","HALLMARK_PEROXISOME","HALLMARK_PI3K_AKT_MTOR_SIGNALING","HALLMARK_PROTEIN_SECRETION","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","HALLMARK_SPERMATOGENESIS","HALLMARK_TGF_BETA_SIGNALING","HALLMARK_TNFA_SIGNALING_VIA_NFKB","HALLMARK_UNFOLDED_PROTEIN_RESPONSE","HALLMARK_UV_RESPONSE_DN","HALLMARK_UV_RESPONSE_UP","HALLMARK_WNT_BETA_CATENIN_SIGNALING","HALLMARK_XENOBIOTIC_METABOLISM"
"sample_1_BAL",-0.356040275,-0.200974271,-0.448087968,0.098252772,0.117168296,0.26676298,-0.400963465,0.122678694,-0.315474227,-0.044638091,-0.263425938,-0.42207837,-0.34209197,0.249679259,-0.177380036,-0.157604387,-0.291461219,-0.372697149,-0.271050173,0.294783158,-0.23686823,-0.260855666,-0.232967306,-0.422284732,-0.287423503,-0.660764325,-0.534209501,0.368017945,-0.067202138,-0.363579648,-0.499489963,-0.576775051,-0.355166944,0.160310623,-0.233845912,-0.512228188,-0.408122096,0.385228193,-0.249657299,-0.387786857,-0.579442327,-0.45226701,0.175302598,-0.425521617,-0.507090978,-0.487829866,-0.130462716,-0.279741834,0.034032208,-0.183646495
"sample_2_BAL",0.149354289,0.103645892,-0.302662297,-0.073363929,0.118308226,-0.144139946,0.075441772,-0.099687945,0.073431884,0.167465866,0.183880868,-0.076559457,-0.326740423,0.02166481,-0.148268838,-0.125162665,-0.12800089,-0.250153434,0.088314764,-0.223346803,-0.007025246,0.122370495,0.15390555,0.391411746,0.129446265,0.365313464,0.192019373,0.024583189,0.0225446,-0.140767762,-0.019884834,-0.286442506,-0.118023635,0.094420117,0.393497202,-0.08006449,-0.007366111,-0.116941789,-0.046820865,0.082059948,-0.160532461,0.195909683,-0.061229687,0.252276363,0.270554586,-0.082682125,-0.048870622,0.086334547,0.012774231,0.060465168
"sample_3_BAL",-0.379352511,-0.275160282,-0.490290112,0.017778496,-0.042367742,0.061193165,-0.43415513,-0.010841794,-0.420552951,-0.232625075,-0.378721341,-0.408282338,-0.219121901,0.083175038,-0.323948103,-0.310147733,-0.411442932,-0.324923083,-0.306572201,-0.027648233,-0.338059299,-0.309354144,-0.317378259,-0.455028078,-0.363009375,-0.655858913,-0.548644738,0.285918125,-0.142390629,-0.375111348,-0.483855852,-0.60472208,-0.334735708,0.168887126,-0.297580166,-0.558554337,-0.482437991,0.251186216,-0.366656355,-0.478502534,-0.579858952,-0.553660555,0.283457834,-0.475856024,-0.574726851,-0.522543593,-0.205470868,-0.330897066,-0.044286612,-0.243545897
"sample_4_BAL",0.374258858,0.213039115,-0.142600769,-0.01274302,-0.008166527,-0.222022195,0.143678582,-0.138067627,0.311923444,0.133021954,0.260946061,0.269142009,0.139231647,-0.036832735,-0.20674333,-0.196545341,0.226504956,0.087699627,0.014721466,-0.26573606,0.118373354,0.089398469,0.142136859,0.366017,0.11408812,0.264715301,0.178870609,-0.32792779,-0.05068466,0.103157338,0.252054204,0.411514889,0.355093977,-0.011132184,0.298055372,0.428932628,0.098451493,-0.010506864,0.128374493,0.261060338,0.26689866,0.396977539,-0.191355828,0.273060723,0.087281649,0.37000864,-0.166740678,0.243785773,0.043126642,0.138562408
"sample_5_BAL",0.411537469,0.258694914,-0.111817555,0.233549572,0.04717577,-0.113672294,0.283661379,-0.071875169,0.26198593,0.237935093,0.32493995,0.300777957,-0.024625974,0.092727645,-0.018262713,-0.02450313,0.301368848,-0.049086319,0.081465701,-0.236525948,0.181575048,0.134813654,0.255677903,0.339801885,0.128574961,0.430206553,0.280599075,-0.270509102,0.034283284,0.030625826,0.348401777,0.32964293,0.463787692,0.112465326,0.325552125,0.408477153,0.301967859,-0.144588618,0.154266248,0.269682077,0.303738916,0.549134606,-0.319382323,0.381213637,0.251567688,0.397612324,-0.108889529,0.373426005,-0.004956843,0.183037945
"sample_6_BAL",0.412227345,0.281059308,-0.021362941,0.009661832,0.050054144,-0.058468413,0.131211632,-0.072797255,0.295453293,0.086113348,0.259121796,0.33301005,0.270696875,-0.065653164,-0.24456794,-0.262804367,0.331155149,0.133887681,0.031184029,-0.269545023,0.163859174,0.059272505,0.125511066,0.358909425,0.081068156,0.459919954,0.352390754,-0.344733242,0.010169212,0.180099736,0.397204338,0.519038845,0.376124758,-0.067595778,0.273119407,0.50093861,0.082163084,0.198119345,0.147046662,0.321548186,0.403141634,0.498029327,-0.188093154,0.237615955,0.008746214,0.375476472,-0.175963451,0.171816969,-0.080452011,0.183154577
"sample_7_BAL",0.105055788,-0.097428378,-0.259973226,0.094374719,0.129296643,0.044749944,-0.115098334,0.023029867,-0.135740189,-0.083760546,-0.046577125,-0.00341855,-0.271498152,0.164127064,-0.120618504,-0.118997485,-0.106804067,-0.313779603,-0.041158589,0.024674617,-0.058118606,0.07343973,0.102731607,-0.044404098,-0.145531541,-0.486313497,-0.334101428,0.073113165,-0.142317957,-0.279168046,0.036655277,-0.122938491,-0.047349671,0.294050988,0.015311971,0.079942821,-0.004262785,0.232547615,-0.036208221,0.147286895,-0.327401302,0.193734698,-0.038637065,0.033235361,-0.178956433,-0.118039299,-0.264413525,0.153402547,0.188667781,0.021738589
"sample_8_BAL",-0.337815509,-0.236556902,-0.50124197,-0.023360298,0.131119909,0.268819248,-0.424357972,0.023919071,-0.327129848,-0.128270658,-0.331821402,-0.302413528,-0.302726395,0.093763073,-0.223686588,-0.145659134,-0.363412307,-0.278397119,-0.267835248,0.310420412,-0.262305845,-0.18809324,-0.173458795,-0.405748404,-0.32773255,-0.574086479,-0.508321441,0.36274693,-0.087026365,-0.290773754,-0.469783783,-0.545717094,-0.17995783,0.261643148,0.137160579,-0.495422789,-0.363168562,0.415304023,-0.281151973,-0.33039743,-0.581727534,-0.476076606,0.246119405,-0.321774177,-0.49791161,-0.444838597,-0.20332749,-0.261073778,0.273260265,-0.241416249
"sample_9_BAL",0.218158405,-0.371316606,0.303798451,-0.352324208,-0.059871363,-0.192867662,-0.038405632,0.055382501,0.513259964,-0.203345527,-0.136119884,0.291121243,-0.080296391,-0.266258722,0.08787001,-0.006130306,0.251006106,-0.001104302,0.104222011,-0.119725786,0.158664611,-0.015106729,-0.254340802,-0.360387542,-0.386205866,-0.113233494,-0.264133654,-0.329602317,-0.273848641,0.224492219,0.28805719,0.384939101,0.081237986,-0.144597117,-0.173492879,0.338333453,0.062846054,-0.232441043,0.323684755,0.212551387,0.464392023,0.29955823,-0.118329206,0.085013194,-0.374244135,0.446317809,0.166287029,-0.018126689,-0.009206855,-0.04164951
"sample_10_BAL",-0.39765951,-0.231534229,-0.503395307,0.038876529,0.058442876,0.140731826,-0.442425066,-0.02154792,-0.355802622,-0.019402388,-0.363138473,-0.419903348,-0.318724226,0.112283983,-0.178248934,-0.215746566,-0.399483591,-0.309189952,-0.261940472,0.302503524,-0.293117265,-0.279920337,-0.232776548,-0.444373227,-0.304747568,-0.631150098,-0.54662043,0.392630502,-0.204442506,-0.370634118,-0.527598656,-0.618206767,-0.282985182,0.282304356,-0.238642734,-0.559986033,-0.401245962,0.300321251,-0.292799923,-0.448595983,-0.586857365,-0.50930587,0.335072319,-0.419118647,-0.504564868,-0.462408431,-0.16254604,-0.296184741,0.038685679,-0.244895974
"sample_11_BAL",-0.339498909,-0.20614053,-0.474520834,0.088950578,0.039399803,0.2544994,-0.437643627,-0.034549774,-0.369830332,-0.048329153,-0.368879206,-0.420731063,-0.297483321,0.120444221,-0.128568528,-0.141770013,-0.324467455,-0.380607518,-0.238233221,0.288233548,-0.253679281,-0.239393043,-0.28184861,-0.401361093,-0.361272537,-0.646104883,-0.571068172,0.429422197,-0.184751528,-0.39765267,-0.559766014,-0.621165542,-0.194013037,0.275040758,-0.124368201,-0.560430872,-0.412672583,0.328115257,-0.323244149,-0.441194247,-0.626459417,-0.502390762,0.252136985,-0.471759337,-0.487603194,-0.471999581,-0.24514592,-0.297870618,0.199981356,-0.165788954
"sample_12_BAL",0.39938417,0.230875385,-0.108540845,0.106060471,-0.057821408,-0.295655639,0.188231246,-0.03722471,0.393060575,0.00413336,0.283201362,0.438766442,0.350581394,-0.125959212,-0.300394396,-0.238086004,0.28473017,0.233811432,-0.015214117,-0.37135753,0.107080861,0.064755753,0.190412847,0.477047033,0.219759286,0.569518833,0.447399381,-0.405445229,-0.018307773,0.271274936,0.400666868,0.494821144,0.415436231,-0.081869075,0.06212603,0.520417994,0.222306075,-0.175886732,0.124978418,0.360402625,0.249382188,0.504950814,-0.276567459,0.225336646,0.293180359,0.373770387,-0.278765433,0.252937264,-0.010450097,0.061107605
"sample_13_BAL",-0.355613745,-0.249838288,-0.549949414,0.043047254,0.041611033,0.084578633,-0.406561186,0.024270866,-0.30797099,-0.001071678,-0.324020657,-0.403015856,-0.31328101,0.132067937,-0.097194274,-0.163273931,-0.387705013,-0.374412328,-0.274504451,0.28063454,-0.25832688,-0.194266845,-0.248256862,-0.421064511,-0.319046292,-0.643797073,-0.561725146,0.38877813,-0.215701623,-0.390623389,-0.534068493,-0.602065133,-0.244423833,0.27133753,0.133673158,-0.569663016,-0.359878736,0.314724076,-0.308524807,-0.370166594,-0.615198419,-0.514477315,0.21795334,-0.494928167,-0.516678044,-0.516181091,-0.272238178,-0.274311661,0.294123428,-0.237157904
"sample_14_BAL",0.256874974,0.059846177,-0.105073844,0.249846706,0.165693684,-0.226317134,0.221262846,-0.092256122,0.035354884,0.095198608,0.117704913,0.086818541,0.32841462,0.094194245,-0.00117747,-0.069230867,0.024732232,0.230850743,0.072339867,-0.206896199,0.07929219,0.168603805,0.210351146,0.230585071,0.033811214,0.245293561,0.174686479,-0.241580865,0.018590117,0.281102612,0.210636419,0.381619643,0.356338131,0.104777873,0.395939728,0.202767637,0.198909372,0.29948786,0.037202426,0.275410604,0.014443001,0.404151582,-0.052814865,0.276518121,0.217452124,0.335950005,-0.102277369,0.226658889,0.244483785,0.096531743
"sample_15_BAL",-0.396624087,-0.261657394,-0.504865444,-0.050212287,-0.051313809,0.051272915,-0.46061693,0.017790571,-0.430799645,-0.17296407,-0.342035148,-0.426654799,-0.216960061,0.114196683,-0.245593096,-0.252318297,-0.38455324,-0.303102608,-0.309641235,0.14273064,-0.314547732,-0.328882555,-0.325000213,-0.468530343,-0.324640906,-0.65840648,-0.541290408,0.332875248,-0.093324774,-0.37391944,-0.538308024,-0.599395218,-0.307951982,0.201811424,-0.373120927,-0.554846896,-0.496600872,0.281745528,-0.305847025,-0.422294242,-0.580606527,-0.609815122,0.328610667,-0.540749626,-0.561929608,-0.565338076,-0.136296992,-0.357890158,-0.094024573,-0.198870451
"sample_16_BAL",-0.354832447,-0.119249224,-0.385740748,-0.091552398,-0.098744677,-0.169258707,-0.406258488,0.09968466,-0.386706307,-0.001607004,-0.194504671,-0.399956987,-0.120214294,0.134625287,-0.319692266,-0.281545304,-0.303758482,-0.152235658,-0.276001525,0.046986435,-0.216416972,-0.316228107,-0.232859587,-0.36661469,-0.170402398,-0.554480001,-0.424933689,0.317662502,0.067668955,-0.311231688,-0.440146524,-0.503649339,-0.386211111,0.022248075,-0.474215232,-0.420202259,-0.464738065,0.394511571,-0.252365179,-0.364144009,-0.411902502,-0.517401816,0.387796843,-0.475813903,-0.498768337,-0.42497722,0.008513493,-0.35526604,-0.336260151,-0.173508124
"sample_17_BAL",-0.348671738,-0.180624109,-0.478250188,-0.065342069,0.022846654,0.206810155,-0.445532243,0.038985129,-0.360068866,0.065506866,-0.330690345,-0.383902733,-0.314687186,0.212549628,-0.191194612,-0.147666891,-0.336554034,-0.337592109,-0.218547898,0.189126216,-0.22238445,-0.181402218,-0.244260123,-0.398707403,-0.352002178,-0.638672533,-0.528248738,0.338725409,-0.212937323,-0.314522062,-0.494940587,-0.562027782,-0.0576008,0.296719969,-0.107678482,-0.50933029,-0.414858232,0.298480711,-0.24203859,-0.417581591,-0.582353417,-0.447723989,0.24827302,-0.449499526,-0.533670519,-0.448303761,-0.195535638,-0.251793057,0.045841197,-0.188848988
"sample_18_BAL",-0.382718779,0.281966147,-0.529091387,0.301239611,0.123984888,0.09961185,-0.233494687,0.038185258,-0.387766303,0.021017862,-0.053879791,-0.346668533,-0.316115755,0.241006542,-0.230701344,-0.168279489,-0.39236742,-0.216247993,-0.307445671,0.287799914,-0.207145533,0.100197065,0.054317685,0.258869402,0.177510769,-0.213835509,-0.107487894,0.317653023,0.070734709,-0.251561237,-0.352631913,-0.583459554,-0.29466312,0.223416826,-0.322814841,-0.574246465,-0.292299509,0.120443913,-0.374415486,-0.256391301,-0.56485696,-0.263550733,0.125969353,-0.346039589,0.095984973,-0.464329389,-0.309270425,-0.141143513,-0.095168206,-0.177603338
"sample_19_BAL",-0.382423923,-0.260815157,-0.488255662,-0.086486502,0.004195702,0.207427661,-0.439844539,0.010142479,-0.418198489,-0.079787133,-0.339050346,-0.376174021,-0.250670058,0.025307161,-0.272862189,-0.242299884,-0.413814712,-0.321834404,-0.242012,0.06087291,-0.308790897,-0.29379557,-0.314038959,-0.448990634,-0.337403561,-0.653300107,-0.528278956,0.388262651,-0.188635513,-0.373995066,-0.517420469,-0.611948807,-0.258000601,0.238435177,-0.24890651,-0.567799016,-0.444035794,0.303175831,-0.302778898,-0.409078365,-0.584227155,-0.545766443,0.311510229,-0.525294054,-0.536586353,-0.472854401,-0.271077338,-0.292493796,0.055319154,-0.208709865
"sample_20_BAL",-0.258629147,-0.117430348,-0.451961457,0.145512545,0.141917527,0.340697586,-0.291459664,-0.083505783,-0.1185888,0.012990103,-0.265312745,-0.209351862,-0.275547177,0.216025931,-0.029146878,0.012551353,-0.270152624,-0.343771521,-0.03513681,0.306038038,-0.210881812,-0.004318226,-0.165995695,-0.372787509,-0.213966278,-0.54708972,-0.459521179,0.348111211,-0.187146894,-0.351653428,-0.438012484,-0.541502926,-0.019232979,0.35255621,0.111176511,-0.493401254,-0.276352534,0.218325078,-0.242641883,-0.308037535,-0.568143038,-0.339050306,0.171873349,-0.348958071,-0.405997836,-0.334940556,-0.289479583,-0.047372954,0.25740379,-0.094814807
"sample_21_BAL",0.102924925,0.324415033,-0.308980461,0.025351976,0.111557414,-0.038588415,0.095915972,-0.24317885,-0.024468426,0.071769222,0.242950812,-0.100968752,-0.14451956,0.094257321,-0.235989155,-0.230536815,0.004450441,-0.129249211,-0.100009319,0.119402023,-0.118943871,0.000626665,0.169750532,0.317584087,0.085202595,0.421123486,0.290906648,-0.075025983,0.028050829,-0.098202096,-0.036875728,-0.182093566,-0.124131171,0.109808763,0.116144626,-0.0485118,-0.148421027,0.305301721,-0.235826935,0.049910214,-0.143114301,0.055988662,-0.239425996,0.187229553,0.066583929,0.161563294,-0.329275664,0.036819522,0.085057414,0.023868452
"sample_22_BAL",-0.341337428,-0.176270586,-0.495628974,-0.024411194,0.06738234,0.214284689,-0.379503845,-0.003679591,-0.366659465,0.010595973,-0.306973784,-0.403374667,-0.311556978,0.243787265,-0.223368512,-0.238447753,-0.332897744,-0.337774643,-0.320310834,0.288253138,-0.284688791,-0.192159226,-0.267886976,-0.350926274,-0.225865964,-0.607522827,-0.489060395,0.411034611,-0.070078109,-0.381758078,-0.516080178,-0.622348246,-0.261248402,0.268567302,0.092770841,-0.553159319,-0.398598194,0.41658292,-0.32131453,-0.368538713,-0.576113836,-0.488960555,0.264662446,-0.421807657,-0.498931198,-0.452615381,-0.194739771,-0.317600975,-0.005791762,-0.255022288
"sample_23_BAL",-0.336977943,-0.007332019,-0.483638613,0.292620119,0.116087421,0.409093397,-0.118439099,0.057637067,-0.285528797,0.006854844,-0.146669284,-0.380831772,-0.370026062,0.277335729,-0.117837966,-0.076307093,-0.423348935,-0.332052261,-0.248178844,0.410145836,-0.293657488,0.113597883,-0.03720685,0.191589997,0.298754994,-0.197778308,-0.088652986,0.395873952,0.174675207,-0.359155692,-0.413228202,-0.635981799,-0.36478113,0.331910584,-0.316594202,-0.627059832,-0.116378698,0.306642201,-0.313076232,-0.333461889,-0.572239266,-0.360995628,0.238001334,-0.241497861,0.404564233,-0.481783024,-0.138951549,-0.001489599,0.089113797,-0.099127916
"sample_24_BAL",-0.385821426,-0.168709733,-0.445189263,0.093287428,-0.100264635,-0.048787216,-0.442984748,0.027334666,-0.384394238,-0.134512868,-0.301122788,-0.419366464,-0.159453017,0.059820469,-0.371678057,-0.324181305,-0.349276203,-0.185085549,-0.317045632,0.008206795,-0.274247877,-0.34955773,-0.260778974,-0.430234284,-0.312761247,-0.591944182,-0.520977076,0.299201094,-0.008727808,-0.359362215,-0.466793635,-0.550189461,-0.324417316,0.018335183,-0.373575106,-0.522664588,-0.448017033,0.191329014,-0.258363033,-0.399754027,-0.467333293,-0.549058759,0.337101081,-0.542143825,-0.56040914,-0.450902509,-0.154813854,-0.424474133,-0.358975915,-0.197896922
"sample_25_BAL",-0.290432572,-0.188883247,-0.473864888,0.020182234,0.071933261,0.110302556,-0.386578344,-0.065637574,-0.388331528,-0.0809812,-0.270496667,-0.364623564,-0.243449855,0.119215469,-0.205559441,-0.10700988,-0.390244441,-0.260540079,-0.264988601,0.1989213,-0.317112789,-0.233079469,-0.242097169,-0.399520105,-0.28139005,-0.645860195,-0.519440669,0.323290918,-0.107257493,-0.348304204,-0.515868337,-0.569264384,-0.252603081,0.245401521,0.041605084,-0.465005372,-0.37572263,0.390975992,-0.426701434,-0.385179811,-0.57914451,-0.406048533,0.271564115,-0.414542017,-0.451584307,-0.459871951,-0.263708568,-0.23208347,0.144697691,-0.267005601
"sample_26_BAL",-0.385372558,-0.288234916,-0.482132642,-0.057356326,-0.075917276,-0.006759968,-0.478783508,0.031956469,-0.433616179,-0.124957908,-0.345739514,-0.416267022,-0.200289859,0.071451317,-0.320131626,-0.296804388,-0.376612061,-0.308244801,-0.292441273,0.140154601,-0.282208616,-0.309798404,-0.276871938,-0.454246693,-0.281929933,-0.635029558,-0.529854868,0.342661745,-0.140588691,-0.405493758,-0.507134253,-0.596082289,-0.349539575,0.171287138,-0.307166331,-0.522515351,-0.46053166,0.278532899,-0.28563318,-0.453757986,-0.562095399,-0.582862968,0.316837326,-0.483213663,-0.531496967,-0.532962364,-0.186610707,-0.364232972,-0.040166254,-0.217961107
"sample_27_BAL",0.119900859,0.135163264,-0.163036386,0.188231014,0.199785757,0.226400342,-0.043649574,0.088181998,-0.155052435,0.066668278,0.146070393,-0.073586467,-0.322322515,0.130648581,0.087493874,0.007539302,0.037462363,-0.321658146,0.037527903,0.136188248,-0.0120372,0.126897817,0.02714845,0.023396419,-0.104637261,-0.237284137,-0.028592373,0.100765433,0.014612703,-0.235990378,-0.17070709,-0.227700014,-0.197357087,0.208229699,0.084397049,0.072592317,0.154862997,0.166771258,0.05084338,0.16899973,-0.212165447,-0.029244661,0.054482696,0.005813509,-0.015885809,-0.206596694,-0.234934262,0.144291573,-0.06721932,0.027593912
"sample_28_BAL",-0.37273362,-0.191705765,-0.4325793,0.037506365,-0.124112509,0.13076177,-0.440075496,0.113433137,-0.437689254,-0.046454071,-0.30695929,-0.414949943,-0.165879824,0.090127438,-0.367534643,-0.328274517,-0.357074386,-0.187344009,-0.325939775,0.157335328,-0.29553233,-0.341710013,-0.334054758,-0.423258394,-0.254786345,-0.595803592,-0.516859412,0.3096135,-0.021631518,-0.337848066,-0.479976827,-0.560271297,-0.412944787,0.070800235,-0.338058532,-0.52234493,-0.484692484,0.299053176,-0.286471482,-0.468815644,-0.459419881,-0.554392388,0.321906143,-0.519909953,-0.551737298,-0.496827401,-0.087024268,-0.363640795,-0.267729662,-0.234770231
"sample_29_BAL",-0.364790527,-0.246177792,-0.470404449,0.226251686,0.016686661,0.173159526,-0.40084607,0.024020166,-0.359470944,-0.114689738,-0.325555177,-0.38654455,-0.272617894,0.153241635,-0.153856261,-0.195184643,-0.329977639,-0.325015823,-0.238863661,0.18976948,-0.299407924,-0.252599485,-0.260340103,-0.38708636,-0.340021291,-0.671877007,-0.529781584,0.394527624,-0.19202146,-0.357046951,-0.519566118,-0.60390495,-0.253419236,0.2453095,0.13481149,-0.56958119,-0.37144272,0.312540916,-0.358706382,-0.359450287,-0.577000638,-0.498524115,0.275197143,-0.475198278,-0.477891358,-0.501113295,-0.165118684,-0.297126201,0.308190292,-0.190468933
"sample_30_BAL",-0.365154492,-0.290922948,-0.525815477,-0.024359197,0.060286526,0.136177744,-0.434705748,-0.037606474,-0.411511445,-0.098972726,-0.378962434,-0.33152609,-0.362673359,0.124420905,-0.184198327,-0.144423428,-0.405757672,-0.375870862,-0.246007827,0.266532996,-0.308518517,-0.206776806,-0.261147417,-0.446181171,-0.322922932,-0.684744743,-0.589403312,0.38110472,-0.16521433,-0.362932669,-0.535563397,-0.643447273,-0.218558437,0.243778493,-0.08517527,-0.570041405,-0.373610499,0.255962125,-0.379819703,-0.424572981,-0.621121965,-0.458995498,0.191597837,-0.473256169,-0.513603532,-0.48804818,-0.310149468,-0.270237872,0.189717191,-0.234495202
"sample_31_BAL",-0.245070822,0.035770645,-0.44088834,-0.213628512,0.175475702,0.3218578,-0.269548578,0.01616979,-0.209832763,0.138861906,0.012245928,-0.321349569,-0.339388781,0.221017331,0.014852929,0.014151265,-0.313060201,-0.322867859,-0.13814994,0.467031103,-0.077103509,-0.031854328,-0.056028846,-0.165896717,-0.077101325,-0.278613689,-0.204579186,0.318505135,0.067182422,-0.308182266,-0.314362005,-0.395917671,-0.19784717,0.237287067,0.052759699,-0.364361195,-0.137163428,0.300925088,-0.232992481,-0.221736365,-0.473971544,-0.297120057,0.111304347,-0.342646643,-0.353614689,-0.306092621,-0.194691951,-0.106771613,0.252711454,-0.005280962
"sample_32_BAL",0.099536697,0.371338746,-0.349392446,-0.051589931,0.124030891,-0.019910379,0.096729237,-0.092773614,-0.212040377,0.082114181,0.254938393,0.005255444,-0.209088867,0.019533055,-0.3063285,-0.29775561,-0.175736618,-0.146820259,-0.156470133,0.020312192,-0.067681912,-0.046988728,0.164939484,0.354634801,0.239835348,0.384062634,0.374133008,0.079445882,0.11282323,0.016550351,-0.189613017,-0.199058923,0.003802196,0.194715848,0.147720318,-0.215256061,-0.021176008,0.234174394,-0.031949026,0.104396261,-0.308333097,-0.215537249,-0.091222524,0.12744876,0.194029392,-0.168873613,-0.215914123,-0.010860454,0.151315428,-0.162831882
"sample_33_BAL",-0.332443019,-0.27741003,-0.461812624,0.214425166,0.110662242,0.265236032,-0.389081192,0.05292851,-0.179599514,0.128548671,-0.268679602,-0.429020274,-0.399256579,0.260008207,-0.007625308,0.015218429,-0.319108458,-0.388347741,-0.212077745,0.314210468,-0.166672027,-0.068323116,-0.189808339,-0.378760111,-0.299812067,-0.632882673,-0.475765169,0.383265055,-0.027122305,-0.391425633,-0.470105199,-0.59035185,-0.302388898,0.324585624,0.053518956,-0.514612913,-0.368928496,0.400137437,-0.250549867,-0.408890501,-0.591160405,-0.38837205,0.216083368,-0.379813645,-0.378601924,-0.454564206,-0.14680333,-0.281683418,0.06457887,-0.201216967
"sample_34_BAL",-0.356053516,-0.139936389,-0.549095822,-0.045481528,0.150691514,0.204830943,-0.366224983,-0.072134467,-0.263034502,-0.102958253,-0.219029626,-0.375769408,-0.308263894,0.217810701,-0.08670045,-0.036922961,-0.450949535,-0.34765757,-0.303138193,0.277501876,-0.263359874,-0.045772834,-0.205339167,-0.215621046,-0.170145705,-0.564174328,-0.455312973,0.381971395,-0.01656699,-0.344799432,-0.444016432,-0.626384534,-0.213105735,0.315436243,0.120916867,-0.586834739,-0.285764195,0.302454711,-0.365913884,-0.324120966,-0.602316644,-0.459155975,0.179643056,-0.254847121,-0.217471807,-0.455680265,-0.226945381,-0.143075222,0.297265209,-0.192160674
"sample_35_BAL",0.272915013,0.085895099,-0.198707638,-0.099947166,0.094948817,-0.095659988,0.085768752,0.019118427,0.190074941,0.092059762,0.137027256,0.216839004,0.175069008,-0.007856374,-0.190646337,-0.15865218,0.120742616,0.091228073,0.025438915,-0.291728479,0.053754267,0.001527619,0.094239892,0.245561165,-0.008572214,0.490079558,0.375618823,-0.259365872,-0.03806864,0.234259582,0.160328122,0.298916161,0.165977738,0.052055762,0.250231093,0.25392816,0.23544808,-0.15052298,0.179579382,0.17889217,-0.022098029,0.296308665,-0.144472164,0.28660805,0.011843016,0.274165658,-0.222695012,0.206448575,-0.056143002,0.04366549
"sample_36_BAL",-0.361746403,-0.204173313,-0.469948633,-0.072802015,-0.042398984,0.127418155,-0.448483532,-0.047345913,-0.402124641,-0.102387522,-0.323003842,-0.427290659,-0.238949069,0.12755171,-0.315197444,-0.300064477,-0.330799725,-0.329365308,-0.314496439,0.104036237,-0.301841039,-0.300713839,-0.318830673,-0.435361457,-0.317978064,-0.642511584,-0.521862764,0.340304213,-0.137793261,-0.39659134,-0.498818894,-0.605294972,-0.241031966,0.10798883,-0.39227549,-0.560443181,-0.464569687,0.33874073,-0.294621864,-0.445356796,-0.535410321,-0.582585916,0.276511051,-0.508489098,-0.544610942,-0.51036687,-0.20167386,-0.347393326,-0.145754533,-0.239057021
"sample_37_BAL",0.179098786,0.210947433,-0.121399837,-0.005846666,0.200265948,-0.144859659,-0.028232561,0.033291679,0.070543417,-0.102026082,0.157895696,0.06059096,0.023078877,0.005544374,-0.189532051,-0.229657332,-0.050983224,-0.037753671,-0.131760557,-0.094401879,0.110722478,-0.023081842,-0.00191426,0.174362484,-0.111269544,0.354204498,0.181648889,0.009174452,-0.123217489,0.104980026,-0.016236191,-0.087273914,0.125792209,0.105515692,0.10333819,-0.076768051,0.013127569,0.267652549,0.032523714,0.070092847,-0.265094107,0.195969211,-0.11669325,-0.004006915,-0.207265004,0.057211542,-0.240571806,0.048755409,-0.11828874,-0.052976079
