"","Epithelial...Basal","Epithelial...Ciliated","Epithelial...Club","Epithelial...Deuterosomal","Epithelial...Duct","Epithelial...Goblet","Epithelial...Hillock","Epithelial...Secretory","Epithelial...Squamous","Epithelial...Transitional","Lymphoid...B.cell","Lymphoid...CD4.T.cell","Lymphoid...CD8.T.cell","Lymphoid...Naive.T.cell","Lymphoid...NK.NKT","Myeloid...Dendritic","Myeloid...Macrophage","Myeloid...Mast","Myeloid...Monocyte","Myeloid...Neutrophil"
"sample_67",0.0148134710606799,0.0679531006711676,0.0101136249143487,0.100641179470633,0.0131182875436312,0.134393463382043,0.00956710670779109,0.121104265717367,0.0481849940173471,0.0940402267409412,0.0346460209385466,0.0345631398175148,0.0345171643431146,0.0253551112146859,0.0441299523691444,0.052579713320009,0.0498664036117573,0.0190766459139042,0.0288889643977972,0.0624471638475762
"sample_68",0.0180917790393349,0.0339037100017148,0.00991107319727321,0.0470687248692453,0.0249423313437228,0.0622336431458502,0.0160059351326073,0.0432348169792275,0.0519642684696347,0.0255723567447424,0.0274400551052426,0.0447472363831864,0.089810128153653,0.0188297221034633,0.0594584206545808,0.0699610469183293,0.0377444172645065,0.0152477368057964,0.0929708534340569,0.210861744253832
"sample_69",0.0310920707734437,0.00797356629837186,0,0.0550290769476785,0.0461703922598878,0.164092562705901,0.129637351546338,0.076213852114792,0.0444368442753691,0.128269915578251,0.0290715632213216,0.0340124115715707,0.0314422744494178,0.0192396850841505,0.0416862024331919,0.0478903666602235,0.0482398179995044,0.0159682874269881,0.0302668922946564,0.0192668663589416
"sample_70",0.0620190378776495,0.0557408890109906,0,0.0840284729407443,0.0205195644951397,0.0848016363510038,0,0.144991398758387,0.121586521602445,0.0723456890689827,0.0381278520171608,0.0522192082094546,0.0241762750454662,0.00623623019446798,0.0551058302479294,0.0693301559897547,0.0358068599739272,0.0242552961507767,0.00508910076857018,0.04361998129715
"sample_71",0,0.0945483444254493,0.0748866449458344,0.0612311434857281,0.0022946912987038,0.113187487915505,0.0859999510159764,0.0188303440906068,0.0299296396078641,0.175076818015147,0.0209843422883834,0.0400710056886248,0.0307454458857272,0.016800759458885,0.0553351652585383,0.0592008237490686,0.0696485558321114,0.017300135078372,0.0181495615222887,0.0157791404371857
"sample_72",0.0843480562456652,0.236913956931096,0.0111055539402898,0.0462730176267782,0.0240401307275527,0,0.0258200829550914,0.171749814843811,0.0265051583045241,0.0698671638585692,0.0400588406565578,0.0458098856999528,0.0154286186977871,0.0109926121891909,0.0504963380181525,0.0508860177738511,0.0335949568704671,0.0239930903592515,0.0119257069961028,0.0201909973053086
"sample_73",0.0170996347306451,0.00337380674106594,0,0.0551703838262291,0.0363814969301017,0.144194561588319,0.118697784751367,0.160441903387032,0.0988508089326323,0.042247786975868,0.0297158080262664,0.0397135178888101,0.0175236373378861,0.0189980998465723,0.0415398769798902,0.0544363306926551,0.0471134459521255,0.0177885155779658,0.023194844913801,0.0335177549207675
"sample_74",0.0356476923129268,0.0568618937384295,0,0.0891464228336793,0.0118928930964059,0.105222921116938,0.0187883378428866,0.202348344616137,0.03028145722161,0.0996076946737978,0.0370151238978786,0.0385359523335364,0.0437853073721989,0.0177165966288992,0.0461406527643099,0.052653931520716,0.0539857459942782,0.0249621516487673,0.0174357690715506,0.017971111315054
"sample_75",0.0203358243155916,0,0.0312382379324135,0.110252202820956,0.0187276770625716,0.143134166187905,0.0122346622189507,0.0878653474598044,0.02208120487424,0.157447690110532,0.0390166313574898,0.0459694145216918,0.0424507333652413,0.0228140397147919,0.0509989669952221,0.0484050123676398,0.102125509508089,0.0168635977016455,0.0108995064076735,0.01713957507755
"sample_76",0.0279136158394377,0.0334219814006008,0,0.0650353954858778,0.00615123839127176,0,0.0197891631210781,0.0901748039297842,0.02520182662383,0,0.037797336848609,0.0644631321124947,0.0777268516008387,0,0.0462930404465845,0.0787605594631512,0.00649671005130157,0.0474578511093212,0.0526725679300362,0.320643925645783
"sample_77",0.0855603145535647,0.221839227722629,0.0834635579865318,0.043618605053444,0.00485762838158919,0,0.0117281744964219,0.066144565494466,0.0141379366599234,0.177811912871953,0.0363571235079932,0.0445980069778953,0.0133817088973858,0.00893876665600474,0.0451404470112214,0.0546501712250613,0.0572881067636914,0.0135412492031534,0.00672432644524692,0.0102181700918238
"sample_78",0.00280574807293038,0.0150643272064782,0,0.0445900766746128,0.0127615996047229,0,0.0128846948746119,0.0560633516606546,0.00372194237337224,0,0.0375969993536376,0.0530163300528327,0.151756468409077,0.0587325164717638,0.0733113221957711,0.0599809466233201,0.262864282310777,0.0482982872446874,0.0650619797322224,0.0414891271385286
"sample_79",0.0426086260973678,0.0671149225475245,0.0896770327043746,0.100838771746687,0.0209471792733853,0.0728322085543381,0.0108074995992009,0.0195555401544938,0.0357686146504333,0.166243616888631,0.0276264660768049,0.0393718290056074,0.00395625034375337,0.0201658519055265,0.0790257317804985,0.052633540397976,0.0864832330898137,0.0174338377967588,0.0258787386195415,0.0210305087672831
"sample_80",0.0578715781061316,0.00768113244602986,0,0.071653620433529,0,0.302504197855131,0.0164873504319046,0.072954141255544,0.0493560045659713,0.034574292646405,0.034834549445145,0.0733085093762924,0.0117254661765174,0,0.086289693970711,0.058911057600074,0.0613193726533755,0.0253886951920688,0.0158810608730765,0.0192592769720925
"sample_81",0.0310412181967949,0.0329762436334327,0,0.0602256525279686,0.030753252078846,0.152706143854763,0.0424807878837527,0.133748293206997,0.0466871934554237,0.079508653470062,0.0346802932219962,0.031078079828702,0.0305233032689627,0.0213320769499842,0.0466746218715206,0.0480577619680372,0.0632222473180364,0.0214486474562351,0.0331228185121872,0.0597327112962979
"sample_82",0.0517171474721088,0.0496823382848191,0,0.0747646819576404,0.0292781703292804,0.0021919461737864,0.0921337981787705,0.104929545187541,0.0678494652836774,0,0.042861411277834,0.0520632469284375,0.0529182181210202,0,0.089019068630957,0.0895049822648505,0.0522374963400161,0.0318439748283173,0.0280034934424729,0.0890010152984708
"sample_83",0.00978093336428873,0.00211208000682952,0,0.093200811922131,0.0165257522999792,0.140027664480234,0.046410386933863,0.111702504731535,0.0466078794232707,0.136805143909653,0.0522565442157931,0.0361296895140615,0.0404202579892393,0.0207871910728711,0.0432553083932717,0.0570658457225315,0.0522320278167192,0.023257595029899,0.0341522024747828,0.037270180699046
"sample_84",0.0285678000368456,0.181386472708391,0.0175499997199814,0.0440195274101706,0.00260135637237083,0.0872656625507118,0.0275256136722987,0.062849931732819,0.0355853217415706,0.0774113169297259,0.0390651829379108,0.0369874156588161,0.0309723365689851,0.0168672672670658,0.0703156054487834,0.0624884069907805,0.105164648507503,0.0189808476211176,0.0266106859485662,0.0277846001755858
"sample_85",0.0800699333945384,0.0477477491453692,0.0408647345417407,0.137898749806408,0.000275824623021644,0.0905922634772059,0.0975997778551341,0,0.0352451089667132,0.0235843067719132,0.0355597970300426,0.037980802483412,0.0659072259933309,0.0153137401789982,0.0827147012482537,0.0579511741597348,0.0887517583113268,0.00558080471797664,0.0396210199747086,0.0167405273201715
"sample_86",0.0324434826505765,0.00913175598705795,0.00588237132962034,0.0494461999991268,0.0164445127934566,0,0.0743000929044125,0.0612769199131723,0.0449046157976305,0.00495858388889391,0.0456411371771144,0.0438128221074628,0.0366950838858015,0.0214931275162596,0.0388966332638224,0.0564264559159825,0.0178436053452866,0.0362541124448808,0.14815702629366,0.255991460785782
"sample_87",0,0,0.123623643364405,0.0777298111143545,0.0843587351686888,0.181928768436727,0.0171745635960514,0,0.0292034420749759,0.224229007389928,0.0213335054796193,0.0175325007759161,0.0129059784070569,0.0317824226960646,0.043107122452166,0.0441483577564961,0.0648056787385506,0.00885489178478047,0,0.0172815707642186
"sample_88",0.0322758837212042,0.00741618452935358,0,0.0458392190268293,0.0492921817291167,0.141335076972833,0.111380680824854,0.154975618769532,0.0987111184819281,0.0238440579073421,0.0278980545345439,0.0373642692144869,0.0320276028105916,0.0109532508297467,0.0370535150455787,0.0503074269570948,0.0750207819631226,0.0200926669620339,0.0205107312218132,0.0237016784979946
"sample_89",0.0464015920345906,0.0856420174790454,0.040707183257383,0.0526455794489316,0,0.219008575031416,0.0227676533842758,0.0793978533862315,0.0464741270285376,0.0604580489548276,0.0256827529245375,0.0463216425701324,0.0288457501101259,0.0119318593086547,0.0643192167477978,0.0507791299195709,0.0536099704966113,0.0116413106941515,0.010590329591617,0.042775407631562
"sample_90",0.104614322661228,0.0589909305004814,0.106698134271162,0.101782046250261,0.0436354130532813,0.0666180606405969,0.05216725307625,0.00149563069613366,0.0433423305728926,0.125129738881943,0.0277776246026328,0.0431018375883033,0.0124193839382394,0.0184720678444192,0.0525688817744187,0.0595673736921248,0.0493128558284586,0.0181186214597985,0.00108914195713198,0.0130983507102415
"sample_91",0.0136779303457649,0.0754873092485056,0,0.0739309863926541,0.0201745438749398,0.086916016200961,0.0901994855988447,0.149596245980113,0.0619390314477686,0.00764333810929992,0.0321625198037719,0.0407583896089911,0.043671593831213,0.0178346023812235,0.0530518939787726,0.0627502286581984,0.0403084902644831,0.0181792888165013,0.0352767611685188,0.0764413442894747
"sample_92",0.112512319515703,0.0380078548007742,0.00878101776545539,0.0628842757956618,0.0165083926278878,0.0722268296049481,0.0385398512909183,0.142364940298951,0.028939124732073,0.167201936501252,0.0347445892473268,0.0371006549959431,0.0318835617877323,0.0179409588377529,0.0396261581484999,0.0515347494874953,0.0545156323759617,0.0188881427859535,0.0114129417835924,0.0143860676161173
"sample_93",0.0922304227977661,0.0889616819871602,0.102501253265468,0.058691738642676,0,0.0197367905412291,0,0.089953598850827,0.0168426623704011,0.245868141031612,0.0330460430357943,0.0381522566440184,0.00882020593048176,0.0171600310246648,0.0525879330515257,0.0636970070308596,0.0392847356954735,0.0170031422295365,0.00446154572688231,0.011000810143624
"sample_94",0.0278884134223347,0.110722770767128,0.0358989996299429,0.055322600177453,0.0154938081747661,0.0587813117232802,0.0109442392463776,0.0575896568192816,0.0312112664439144,0,0.0364113110965905,0.0403941060347267,0.0543827226523711,0.0192458372868807,0.0597437855738047,0.0612491238177289,0.0480488273665629,0.0141882520409983,0.0403129132089984,0.22217005451686
"sample_95",0.0299762741671857,0.064131512858456,0,0.0866096196747334,0.0327655542704511,0.137557066423114,0.012750681387555,0.19821782750809,0.0293208024783618,0.0393897765859165,0.0289397889658942,0.0603023933391639,0.0265728867580884,0.00432425274902234,0.0666441337982682,0.0620419948624064,0.0365425973857771,0.0169967475432397,0.0162699152094216,0.0506461740348539
"sample_96",0.0345449154192362,0,0,0.0802279410386929,0.0549060333684394,0.187756932072029,0.0146614874172674,0.156085378988183,0.0481925616540929,0.0890151057646401,0.0344887740389469,0.0487901369955537,0.0239511000391063,0.0187469129254562,0.0563372978175743,0.0596433246207998,0.050319395729058,0.0189975839645445,0.00835432283209961,0.01498079531428
"sample_97",0.024588493311686,0.0177429870736058,0.035673072590801,0.0951854751456375,0.0496859968466038,0.128367336837787,0.0117878101963764,0.111842654281982,0.019617263685882,0.0546812338225869,0.0277194031843737,0.0423363240058846,0.0682559380020595,0.0216654291626034,0.0718006877348235,0.0684782990796143,0.0543244505390755,0.0176371051244505,0.0331740950898642,0.0454359442843021
"sample_98",0.0342528274260101,0.0609993310220883,0,0.0974211536549397,0.0136174269193477,0.00167340528482975,0.0634347284252585,0.14388546874186,0.0247270556770859,0,0.0530764140078028,0.0696908023756973,0.0605212571841739,0.00242324657793019,0.0723167729361815,0.08544024259534,0.067569557818592,0.0503221880085579,0.0261312920467941,0.0724968292975105
"sample_99",0.0272103302447935,0.0125155518591859,0.0826244312052082,0.0948613052426327,0.0645307386589696,0.164516056517732,0,0,0.0204488855216545,0.134123461067607,0.0287422036673435,0.037498516705308,0.0671677332398924,0.0207727856376082,0.0594499263552987,0.0452815927065373,0.0771954520627044,0.00520607167272165,0.0249633526175217,0.0328916050172811
"sample_100",0.0199101435955558,0.0117459113351978,0.0174777146181634,0.0786377457008368,0,0.0214456995415317,0.00778569590033586,0.0431693644495159,0.0170573384822627,0.0192296750524915,0.0435941843186832,0.0444475942109136,0.047135193538336,0.0222818655355832,0.0435944119767365,0.0762854715317969,0.0117866887529133,0.0185852056309193,0.105244260098548,0.350585835729678
"sample_101",0.00564696734588812,0.00554014433870635,0,0.0413765828958454,0.00285986296271765,0.0203469518906895,0.181927301282989,0.06413525579782,0.100465086712176,0.00216796176299502,0.0236724028416118,0.0364629783672964,0.0381969677590621,0.0117076618038837,0.0341033898222963,0.0485187604903794,0.0394231991379125,0.0185985768707211,0.0868429826207629,0.238006965296247
"sample_102",0.0630545507458499,0.187344216892913,0.0314727891956246,0.080041025629636,0.0408058251044147,0,0.0574805383168782,0.105011413517118,0.0358571947938698,0.0632029656707993,0.0485564251081442,0.0418365612896257,0.0228388904034898,0.0188618497238958,0.0531254608273221,0.0573816223514281,0.0455088790641441,0.0208093956586777,0.0146687034612659,0.012141692244903
"sample_103",0.00594933492087805,0.0161613727337239,0,0.0231706399445627,0.00638295171852204,0.00172395706423836,0.0139387703241577,0.0263717043235712,0.00756116096458963,0,0.0199256411974813,0.0375787520379843,0.0298287884374582,0.02185526284372,0.0370124144843836,0.0426073848087936,0.104270190421929,0.0137184914796874,0.243636302507941,0.348306879786377
"sample_104",0.0138827564068756,0.0331975137679072,0.0397965827339965,0.0698705537162684,0.0490787336802083,0.219862917385655,0.0470787467319274,0,0.0490506007183992,0.154345016877995,0.038675087754319,0.0421095570551962,0.0316094115316312,0.00996445980902471,0.0497546915554849,0.0536851393900974,0.0477970312900462,0.0194141892183921,0.0190953178237579,0.0117316925528177
"sample_105",0.0101127759508481,0.0187164175557242,0.0575569307083895,0.059727556737578,0.0906805486593425,0.159625088994334,0.0867623754386136,0.057629594328744,0.0423356446345199,0.148385395451386,0.0260254587713095,0.0351841547655114,0.0271057728874601,0.0153654758812064,0.0423305269963148,0.0509597240266547,0.0309425395846734,0.0171514986246275,0.0102444590813283,0.0131580609214334
"sample_106",0.0172517554593646,0.0208424061509987,0.0621959330836757,0.0471412810556937,0.019175344739214,0,0.0532814173820558,0.029964464097816,0.415372864186604,0.000215645003415413,0.0295254625040344,0.0381489974132234,0.0357676033729012,0,0.0393787021476108,0.0615485705766799,0.0154122151350388,0.0178402302878142,0.0374177688679844,0.0595193385358756
"sample_107",0.026241917927558,0.0500775223597388,0.0139202374474448,0.138181351170965,0,0.114385856640625,0.021695678391372,0.0932525112504484,0.0272281851472399,0.135482291020538,0.0419465466754958,0.0371837382362342,0.0434101434109294,0.018645700111056,0.0573744083587194,0.0488203179339207,0.0804566493608968,0.0174171614821769,0.0191907969391712,0.0150889861354691
"sample_108",0.0536749425876357,0.211401687288044,0.0494663950636838,0.0417071883547661,0.00586859156678041,0,0,0.0999846561009714,0.0249326253449538,0.208592183115511,0.0421975894065598,0.0420869263272439,0.0112961675572182,0.00684996740530846,0.0548310666123724,0.0516756760639393,0.0613930417588962,0.0192783588080713,0,0.0147629366380447
"sample_109",0.0113369687928593,0.10133971185144,0.0348534705773178,0.103870333089224,0.0253036950955638,0.131336535003692,0.0413061217455764,0.0518145477117832,0.0400016824405904,0.0676604284552957,0.0371506275684484,0.0458540880129523,0.0329006578086411,0.0230905425019374,0.0550744924278331,0.0501189438063675,0.0853704702213697,0.0188668025731075,0.0158412964739653,0.0269085838420354
"sample_110",0.00240843255397863,0.11241884110177,0.0660457644597798,0.135910682208843,0.022060771796688,0,0.0214340954504554,0.118274114985599,0.0568724682951229,0.100282186926611,0.0133471602495596,0.0501622680449573,0.0441796886478651,0,0.0636434633318661,0.0790784350464076,0.0630557010815107,0.0267030118528432,0,0.0241229139661421
"sample_111",0.0342379378844708,0.106703461585391,0.014699014780175,0.0679132910040122,0,0.131405405658361,0.0381874261534129,0.0542356337785581,0.028503739277448,0.165567359725862,0.041589314146611,0.0356896237874286,0.0410394761059565,0.01341678515657,0.0524697813513448,0.0451580974392871,0.076128862955691,0.0156885071369005,0.0184859097811739,0.0188803722913458
"sample_112",0.00400193966787322,0.0442833096247901,0.000898175196575115,0.0830309245130212,0.0143638429120758,0.0566159219614324,0.0445920432764422,0.105142107872488,0.0788563135243921,0,0.0415443134797284,0.0794415870321606,0.0467910891032599,0,0.0957226076346987,0.0838442292257165,0.0672312571100341,0.0300476209886956,0.0679761326250932,0.0556165842515223
"sample_113",0.0134148717068916,0.0223302753534173,0.0395775296477401,0.0803016310979168,0.0347889927142354,0.0871732617967688,0.028041267150721,0.0537159643933334,0.0346355279382883,0,0.0389914077522859,0.0626615613708935,0.0726662700931252,0,0.0819367581619809,0.0814807774985106,0.0728549194692098,0.0233940413559485,0.0663226789864112,0.105712263512322
"sample_114",0.0430125108572613,0.129644793331082,0.0542827787164138,0.085283540106286,0.0158116765920817,0.049189293777154,0.00721114971840707,0.101472460347354,0.0239701756411123,0.197816595297285,0.0382349529879643,0.0326895877946099,0.0249929134286891,0.0215979908248296,0.0456664902951747,0.0455512987250253,0.0433543023399726,0.0184960306911932,0.00775113979253827,0.0139703187355672
"sample_115",0.00727350378298074,0.0106899975017959,0.0177717577364409,0.0930684653209636,0.00816533933461485,0.232216066917939,0,0.127041828847737,0.0331896408846337,0.120445192122779,0.0338534720190287,0.0359163076801309,0.0435710084111982,0.0215403614676866,0.0595070549413055,0.0493182670263871,0.0504991524137155,0.0206132886754208,0.0160748736628526,0.0192444212523898
"sample_116",0,0.215866647299754,0,0.116035525708711,0.00253737870654421,0,0.0208380708481765,0.151189613861702,0.0448942956321404,0.0651444128347826,0.0494913814932651,0.0547606851637406,0.00972972950443266,0,0.0698525757358887,0.0701214680084926,0.0430328979480053,0.0276903197187933,0.0399399555423084,0.018875041993263
"sample_117",0.00982857600255517,0.0598648899483129,0.00850323455801365,0.0582828312034556,0.0427537923971943,0.0933324361406517,0.0861007129467728,0.12759147597126,0.0883561663745077,0.00118539597673871,0.0424087702442223,0.0486944766342452,0.0434495073459432,0.00569824370825554,0.0566897919285829,0.0598215618855917,0.0871532298379059,0.0232186715320706,0.0301719004387541,0.0268943349249663
"sample_118",0.0412745092635571,0.0676190690420402,0,0.14676990970547,0.0149104012878488,0,0.0251498829811552,0.109019997922856,0.0324863138423378,0,0.0659144366268306,0.0708479334022548,0.0590123116886276,0.0036870692211416,0.0905724558591155,0.0849544230191082,0.0954103885997711,0.0569743248472632,0,0.035396572690623
"sample_119",0.0184982757786673,0.0344939378900851,0.0387173001169481,0.124370296424005,0.00797991288503595,0.073017410412757,0.039621994866209,0.0622483765990632,0.0339270645900925,0.024005638860096,0.0630505357901261,0.0807484519965865,0.0155005659585393,0,0.112801059568563,0.0864629956650158,0.090258098404295,0.0574660402511119,0,0.0368320439428031
"sample_120",0.105297307086173,0.00406928497926955,0.0850808354104424,0.113303988794733,0.0110422071280419,0.0801423293798428,0.0232670103175374,0.0239708030936832,0.0233130300048723,0.049176887030348,0.0247636187407649,0.0434286575226681,0.055292305006246,0.0241051378232381,0.0551557119342659,0.0667211570829317,0.135069738532618,0.00957505233784645,0.0286482817352533,0.0385766560592245
"sample_121",0,0.0589171227625118,0.0680646158821243,0.0749877346234785,0.043330178871889,0.101309747770004,0.0142257035718936,0.0481085216449954,0.0159923802288864,0.0811952230956414,0.0277000037392393,0.0456257887043482,0.0276811877047277,0.0151559440637454,0.0759147158469474,0.0695253191780305,0.0236325600962958,0.00514624002328452,0.0499000353036119,0.153586976888345
"sample_122",0.0512183974227393,0.107880315786188,0,0.067705187475311,0.0178369036050975,0.0778572321549122,0.028711856046476,0.185381388540994,0.042647225351951,0.0869372567801857,0.036793883201018,0.0397789459961601,0.0359904004672053,0.0257813890600905,0.051703114919772,0.0490588534255839,0.0442800140787088,0.0195615865303763,0.0169696084105059,0.0139064407467241
"sample_123",0.0478694513698884,0.121575738062997,0.0312681215932519,0.0632348493225487,0.00153341306039341,0.071038585122716,0,0.0580974211900665,0.0205126228322771,0.22428371149921,0.0359616056498058,0.0404436702721898,0.0393263192726974,0.0192080207106834,0.0600597588325026,0.0616702011108899,0.0576787026006142,0.0138728765110747,0.0101352354011815,0.0222296955850116
"sample_124",0.00351157996976479,0.00503035053188825,0.0255870864603061,0.0688238847474771,0.0555130921153584,0.140767697063342,0.130629846086145,0.0390626353530237,0.123466842824417,0.0335485232155926,0.0231481166031509,0.0496653804192929,0.030100912404552,0.00262171046891036,0.0613758812924628,0.0604497370066236,0.0872030770926329,0.0233219601443238,0.00588487987611264,0.030286806324623
"sample_125",0,0.0562501843716546,0.0134387201969359,0.0897983711665923,0,0.0188987630860941,0.0569048352740894,0.214202580365961,0.054586016545862,0.0233964040637061,0.0298548875958154,0.0850000615934543,0.074092815582981,0.00140489445701423,0.0477029130122934,0.0510891284222648,0.0634608187885404,0.0267011002594417,0.0125454677546924,0.0806720374626067
"sample_126",0.00783052947666153,0.0117270492527075,0.0109119235260669,0.0831075719368828,0.0253663144479513,0.0663449053059612,0.117711271197811,0.0784871321897059,0.0483078008747037,0.057474687064965,0.0358440306341308,0.0393149752743579,0.0476246557358808,0.0171795076176798,0.0537992430017913,0.0591842044756067,0.0870609262531718,0.0141531565049561,0.0400146459590136,0.0985554692699945
"sample_127",0.0462952658320056,0,0.0422514740042415,0.0576046752579114,0.0371865013150128,0.204073140431488,0.0330801459489585,0.0796696212994092,0.0353634902958157,0.0797892190685104,0.0362151326211371,0.0427060864761959,0.0422319850282947,0.0203670199927521,0.0475509062233427,0.0517460557952591,0.0724804853402781,0.0160118132568066,0.0211956860787237,0.0341812957338567
"sample_128",0.00201498804167564,0.00190159359538397,0,0.0756371904165308,0.0393377906748002,0.200277345481792,0.0156138937593025,0.123807605549113,0.0495674212962852,0.079132439171351,0.032744486222888,0.0348262872517718,0.0385119246681144,0.0261078354101043,0.0446287949052101,0.0574679866006211,0.0368592616216638,0.016313495342768,0.0296132133663119,0.0956364466243126
"sample_129",0.0251316100589712,0.00705784943475055,0,0.06499732428173,0.0117006916642369,0.183991846409606,0.0271085833837816,0.143939544856094,0.0400862732898247,0.142631640204979,0.0375647136509929,0.0328939501823736,0.0415171976282549,0.0291234002941793,0.034669414114569,0.0556073937998895,0.0716419299377166,0.0151345169582405,0.0107958623018717,0.0244062575479374
"sample_130",0.00472337186283181,0.0102482781379832,0,0.0596033666005246,0.010200723535585,0.128261774431597,0.173394568241549,0.123939871924722,0.121583582802606,0.018943686377585,0.0295050910188216,0.0374552757681929,0.0253779113595417,0.0148999235707131,0.0438013401956096,0.0447122489023898,0.0460390552207115,0.0153544393439925,0.0235912534315566,0.0683642372734878
"sample_131",0,0.158102626676989,0.0648099845333088,0.0651468865906455,0,0.0126456079044664,0.0331609529167511,0.059200010236497,0.0384164971530944,0.104511199267223,0.0336933871471198,0.0557535652411712,0.0401072822660554,0.0206613712212359,0.0320301480101416,0.0477616336336609,0.041995505874209,0.0162945151445618,0.0566636364478628,0.119045189735007
"sample_132",0.0317535142777993,0.000443473068619802,0,0.0452998146346187,0.0381080249497118,0.184507570630019,0.0832131225441918,0.1707556718228,0.0954131229838432,0.0356760849142021,0.0255304753140222,0.0341097544688018,0.0353020700557284,0.00977161280693998,0.03257813774926,0.0392795701502575,0.0907768404813954,0.0185473417898227,0.00896455749677105,0.0199692398611954
"sample_133",0,0.0166745841126983,0.00627708669134009,0.0616814013227749,0.0333603074557717,0.179522185755683,0.048668905797456,0.0869659163504552,0.0680190289482881,0.114028242662913,0.0299127624559137,0.0381597848491667,0.0329057397090796,0.0237796878877012,0.0309358529083827,0.0555867315656516,0.0289323097873043,0.019746255377974,0.0364953226899681,0.0883478936714777
"sample_134",0.0319976872423928,0.00471103060353557,0.0328675569404679,0.0811398389360083,0.066310972528072,0.204177318072869,0.00791771039302768,0,0.0202060085241087,0.152293059526064,0.0320240437393031,0.0411128183749895,0.0716939662495539,0.0146189224819566,0.0504969153093343,0.0525930413912293,0.0832240462371367,0,0.0251560452240646,0.0274590182258856
"sample_135",0.0291449555193278,0.116006216885338,0,0.0586266102073731,0.0554864043467955,0.0682945391396464,0.00878883281288111,0.152066938504827,0.0604012102650927,0.145462991923777,0.0347635715855915,0.0393003655360008,0.0270313505302278,0.0185968822177597,0.0416433274936197,0.0475821600220063,0.0475125087544739,0.0172068668625673,0.0171982734319353,0.0148859939607586
"sample_136",0.0240255704089545,0.210151431603176,0.0316234429901613,0.0547737037434733,0.0118945496679275,0,0.0259885473356016,0.129736653168711,0.021173743081884,0.237317810896504,0.0402936557883895,0.0295894825680972,0.0160059178209224,0.0198419944326331,0.0357914151961808,0.0419661933228216,0.0278338342645986,0.0214308834842294,0.00863374319488029,0.0119274270308534
"sample_137",0.000515514158269283,0.0832555380107677,0.00952643779479543,0.0728716749281117,0.0314534483038554,0.0426344671783426,0.0188465780977626,0.0691947880364335,0.0328292224120937,0.0432171616576167,0.0387507300774676,0.0545652695458057,0.0636430510727941,0.0101547409377582,0.0463147853662769,0.0635853731739703,0.023550560395674,0.0224127140798538,0.0628604232654721,0.209817521506879
"sample_138",0.0558969441365683,0.0454250703287621,0.0929178945269237,0.119592028122906,0.0253424061939754,0.139314180290495,0.0540999819207043,0.0126200144068486,0.0286459120310816,0.13379869601638,0.0333693330334112,0.0310882820933427,0.016960964004004,0.0240915398067754,0.0485309980280737,0.0503171492977461,0.0467775839814077,0.0136581169307965,0.0109713597145315,0.0165815451352655
"sample_139",0.0806750906051557,0.0057719559257063,0,0.0539603161455636,0.0408196037116122,0.098066506897376,0.13676257793125,0.12107143402261,0.0541613496383945,0.0534191669911623,0.0309188456868688,0.0386373629635229,0.0402208173179133,0.016593384645033,0.0486554227724581,0.0517073725203855,0.0562919478526848,0.0214508553660417,0.023151969642173,0.0276640193640888
"sample_140",0.0163016882178158,0.00663869672100758,0,0.0401370077107912,0.0544534995483461,0.31310032142751,0.0663243982800922,0.10091912597302,0.132101124104783,0,0.0221511908769586,0.0412512273371388,0.0195737400145043,0.00349770900326002,0.0440764831125969,0.0454626663781659,0.0434379530929098,0.00928385042279548,0.0242229277094223,0.0170663900688827
"sample_141",0.0335124141588934,0.0927401029681975,0.0537133149121998,0.0939519468236649,0.00464577941874685,0.0943594941933394,0.0031400616414381,0.10013281228076,0.0204601655791547,0.192403232387864,0.0367431126735556,0.0322652559212168,0.0362423826690106,0.0209185451829446,0.0420050831668513,0.044793151890845,0.0620196373883148,0.0174220602606891,0.00404290146070988,0.0144885450216034
"sample_142",0.00918885349168994,0.074542336236982,0.0315872403655979,0.0668582282803655,0.0269001575662047,0.130317744551229,0.0877644859241786,0.0351996804438896,0.0439460023125938,0.15086849950811,0.0345923834965242,0.0355488290466786,0.0480242801754482,0.0160410240629535,0.0442206824053464,0.0532870081941728,0.0471446720752761,0.0154065008292868,0.0269155966107775,0.0216457944226951
"sample_143",0.0397161221401956,0.102068480639237,0.122343074964895,0.0692837964211266,0,0.0969025063008916,0,0.0503770475946192,0.0165166260893591,0.205122061734443,0.034961102543755,0.0346146002825692,0.0276517649083247,0.0316522198499528,0.0405091044485833,0.0511678078929511,0.0412602789890387,0.0218248385049135,0.00649751111642931,0.00753105557871492
"sample_144",0.0707973944793942,0.133561320774242,0.0493770360792703,0.0626567980775109,0.00162703228937094,0.057830959311436,0.0218179708944575,0.119031814119071,0.0242410598853633,0.138824785748455,0.0387119774626983,0.0382238303824566,0.036293700527362,0.0176612621915766,0.0476584325603146,0.0532244962242533,0.0414037680046466,0.0172601082645529,0.0144030975722042,0.0153931551513642
"sample_145",0.0114256660600472,0.0432942754270902,0.102294847747951,0.0664349921389688,0,0.201362062451097,0.00922804347343922,0,0.0415052224907737,0,0.0233787653390586,0.0568543141342841,0.0477368228990213,0,0.0776886752765701,0.0689603059286668,0.0185982601972853,0,0.0799679248502878,0.151269821585459
