"","HALLMARK_ADIPOGENESIS","HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_ANDROGEN_RESPONSE","HALLMARK_ANGIOGENESIS","HALLMARK_APICAL_JUNCTION","HALLMARK_APICAL_SURFACE","HALLMARK_APOPTOSIS","HALLMARK_BILE_ACID_METABOLISM","HALLMARK_CHOLESTEROL_HOMEOSTASIS","HALLMARK_COAGULATION","HALLMARK_COMPLEMENT","HALLMARK_DNA_REPAIR","HALLMARK_E2F_TARGETS","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","HALLMARK_ESTROGEN_RESPONSE_EARLY","HALLMARK_ESTROGEN_RESPONSE_LATE","HALLMARK_FATTY_ACID_METABOLISM","HALLMARK_G2M_CHECKPOINT","HALLMARK_GLYCOLYSIS","HALLMARK_HEDGEHOG_SIGNALING","HALLMARK_HEME_METABOLISM","HALLMARK_HYPOXIA","HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL6_JAK_STAT3_SIGNALING","HALLMARK_INFLAMMATORY_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_GAMMA_RESPONSE","HALLMARK_KRAS_SIGNALING_DN","HALLMARK_KRAS_SIGNALING_UP","HALLMARK_MITOTIC_SPINDLE","HALLMARK_MTORC1_SIGNALING","HALLMARK_MYC_TARGETS_V1","HALLMARK_MYC_TARGETS_V2","HALLMARK_MYOGENESIS","HALLMARK_NOTCH_SIGNALING","HALLMARK_OXIDATIVE_PHOSPHORYLATION","HALLMARK_P53_PATHWAY","HALLMARK_PANCREAS_BETA_CELLS","HALLMARK_PEROXISOME","HALLMARK_PI3K_AKT_MTOR_SIGNALING","HALLMARK_PROTEIN_SECRETION","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","HALLMARK_SPERMATOGENESIS","HALLMARK_TGF_BETA_SIGNALING","HALLMARK_TNFA_SIGNALING_VIA_NFKB","HALLMARK_UNFOLDED_PROTEIN_RESPONSE","HALLMARK_UV_RESPONSE_DN","HALLMARK_UV_RESPONSE_UP","HALLMARK_WNT_BETA_CATENIN_SIGNALING","HALLMARK_XENOBIOTIC_METABOLISM"
"sample_19",0.213043308,0.083318848,0.436135256,0.225749751,-0.041255726,-0.198037803,0.215193268,0.041895308,0.153197343,-0.057794054,-0.008594408,0.190941844,-0.081793779,-0.151394865,0.24640198,0.184730319,0.285545388,0.09509355,0.221600174,-0.17597071,0.146750682,-0.00674449,0.025910807,0.148857599,-0.117498795,0.452640466,0.318846312,-0.053318957,0.052499904,0.241218093,0.301819791,0.441606474,0.129751833,-0.194836892,0.352738439,0.438788985,0.273455147,-0.369117303,0.15175529,0.328522986,0.512284344,0.381306819,-0.111291496,0.26669024,0.104512694,0.278372792,0.08219519,0.064320287,0.223885377,0.155571634
"sample_20",0.344411414,-0.157552127,0.48045998,0.015260945,-0.003167365,-0.044157349,0.436242859,0.040485203,0.351816583,0.027887425,0.069071171,0.339753613,0.066453948,-0.162140735,0.36925193,0.332147908,0.315497718,0.169226001,0.380885738,-0.175157567,0.361533545,0.354014771,0.08198414,0.077146464,-0.042255823,0.531632644,0.362582694,-0.133137937,0.035253827,0.171919973,0.439629041,0.533894983,0.164516169,-0.17818136,0.21817089,0.563909051,0.42355439,-0.085444498,0.270220701,0.372840618,0.625837282,0.495314305,-0.276072204,0.342521413,0.410894903,0.464451904,0.125065879,0.424687979,0.031813785,0.300682341
"sample_21",0.092079879,0.078825124,0.344298255,0.196109864,0.123876868,0.126672736,0.319190959,-0.22265807,0.165377565,0.188424068,0.166918234,0.100718872,0.212201231,-0.0465478,0.160578941,0.22912535,0.146860654,0.325292919,0.272494952,-0.100149071,0.210288046,0.24457518,0.159653471,0.239026334,0.30348066,0.220229049,0.29572568,-0.083690071,0.18100682,0.189885851,0.329117313,0.487646638,0.409760678,-0.002489176,-0.014225838,0.281920094,0.314255434,-0.25156372,-0.012041221,0.314635753,0.368393049,0.381389968,-0.286461314,0.392261879,0.480716072,0.354080441,-0.009264532,0.240844279,-0.000614654,0.05339096
"sample_22",0.14639836,-0.0286303,0.283345612,0.247378569,0.064169224,0.011053736,0.295315034,0.081714473,0.163350575,0.159915724,0.083693845,-0.042467309,-0.058374739,0.113981914,0.153567075,0.044397514,0.196422923,0.105016634,0.228054183,-0.138590998,0.126233356,0.246813347,0.088093845,0.190726284,0.086315187,0.276865289,0.145033726,0.036702653,0.131564742,0.072948668,0.248135436,0.087031674,-0.186750643,-0.022069355,0.207464774,0.108035351,0.170140402,0.189996849,0.100283857,0.278228688,0.281782119,0.180570044,-0.038516274,0.100629414,0.342188732,0.030318235,0.179128072,0.116145531,-0.182038336,0.066967554
"sample_23",0.224706987,-0.031942108,0.504517595,-0.065829125,-0.152180634,-0.143975879,0.296703436,0.018855352,0.09125791,-0.165879814,0.143607429,0.309932978,0.16828624,-0.17122122,0.222478809,0.229463764,0.229049139,0.214133398,0.268596521,-0.007453081,0.185226037,0.314585206,0.074279073,0.215208043,0.233932586,0.589607573,0.463713892,-0.206138623,0.058528088,0.130221665,0.355653565,0.496954994,0.203626848,-0.215142803,0.046309981,0.44399414,0.31747383,-0.115169249,0.236626467,0.303871637,0.523414293,0.415819745,-0.027046253,0.280851049,0.412277437,0.31253765,0.210264043,0.310056662,0.133255483,0.229423784
"sample_24",0.155735701,-0.269673272,0.313100625,-0.119777905,0.034402517,-0.060016226,0.370004884,-0.157228842,0.100336718,0.064372394,-0.078566277,0.080537495,-0.236058639,-0.063228668,0.357159167,0.400072459,0.137565934,0.033870647,-0.007070275,0.327465144,0.131895609,0.23302655,0.056049174,-0.099615352,-0.106063299,-0.308360398,-0.11586801,0.087138863,-0.013736504,0.17466284,-0.010469382,0.101843091,0.026499459,0.065387295,0.247191271,0.111226256,0.325096441,-0.056041775,-0.010963323,0.129169654,0.040513687,0.292875382,-0.171242911,0.43678608,0.423570501,0.104326049,0.113052604,0.351297014,0.226518978,0.122144787
"sample_25",0.126381707,-0.325168353,0.421697118,-0.40926517,-0.348707894,-0.322255894,-0.108137942,0.154892391,0.140062549,-0.191867269,-0.230628256,0.374620617,0.204356417,-0.382435749,0.007974974,0.012951933,0.293500845,0.116256387,-0.011471272,-0.307672666,0.197925389,-0.26467914,-0.204078483,-0.38450021,-0.402410435,-0.274414666,-0.261186036,-0.329256068,-0.25304965,0.162448093,0.275180191,0.473936642,0.14623085,-0.274501902,-0.081384273,0.454005868,0.023388996,-0.253546466,0.325910872,0.148591915,0.593675586,0.357630267,-0.01880033,0.258935799,-0.397104649,0.321195827,0.271428596,-0.141802737,-0.06448127,0.033200781
"sample_26",0.128148753,-0.174261779,0.38519648,-0.036048145,0.062714264,-0.109977882,0.182029355,-0.082545472,0.088345927,-0.019468183,-0.113914809,0.207987063,-0.04608913,-0.193180008,0.239282635,0.258162425,0.274121085,0.070639758,0.29585989,0.069657181,0.217034576,0.193864579,-0.044687166,-0.069865003,-0.104777773,0.214219649,0.214858958,-0.175415489,-0.116661722,0.159728595,0.258469289,0.273839111,0.180678059,-0.100605868,0.29094257,0.328783613,0.210560133,-0.290617418,0.231556554,0.191644516,0.278030789,0.24962537,-0.218245766,0.095819945,0.136463977,0.361420892,0.192121422,0.166728579,0.178258504,0.148385921
"sample_27",0.318249354,-0.306585945,0.497128852,-0.325677824,-0.169158404,-0.240485744,0.184666902,0.092175698,0.442540227,-0.114478245,-0.164406558,0.442652566,0.128903298,-0.344852549,0.223150881,0.207463632,0.459212339,0.047844452,0.279929791,-0.277247478,0.253235335,0.046740088,-0.128470684,-0.291459648,-0.357973425,0.018772213,-0.058171783,-0.306941978,-0.296767855,0.058059107,0.462013456,0.593160054,0.210620857,-0.29146056,0.172660181,0.643535604,0.333009733,-0.35658903,0.445642217,0.325771954,0.487721212,0.461950911,-0.097366979,0.227264054,-0.226976574,0.437023285,0.218320068,0.214699263,0.114662567,0.118667436
"sample_28",0.13237896,-0.315521016,0.407311057,-0.143217572,-0.158446856,-0.166923473,0.062712068,0.063405179,0.345803649,-0.164207626,-0.157798588,0.324511723,0.039103618,-0.239897515,0.198407099,0.210448609,0.287776087,0.105018905,0.196004772,-0.34571848,0.093960805,-0.080850876,-0.169675667,-0.407970335,-0.367266523,-0.013136253,-0.060215743,-0.213820646,-0.2932311,0.183575131,0.315389811,0.542415158,0.17783855,-0.287504411,-0.02636699,0.482790356,0.174442755,-0.308549993,0.317742276,0.13583904,0.477608714,0.342115265,-0.124586264,0.147905523,-0.381844527,0.284593161,0.260337584,-0.002644546,-0.036558094,0.058803778
"sample_29",0.058615481,-0.04164608,0.098497649,-0.001211947,0.08020381,0.200893268,0.084641942,0.082221248,0.100682956,0.086444523,0.080691102,-0.087687645,0.049119278,-0.142291758,0.270571846,0.272979584,0.202590282,0.129166819,0.061719287,-0.093976159,0.098598514,-0.017049847,0.009458691,-0.010588727,-0.077399415,0.077038478,0.058907707,0.004230697,-0.13879024,0.169694395,0.091517005,0.433167217,0.121982196,-0.104992202,-0.380665251,0.303080672,0.02791971,0.038211613,0.210783635,0.011059941,0.277357512,0.190294685,-0.011511002,0.152686882,-0.021361138,0.26814062,0.006721315,0.169880116,-0.286198344,0.14235294
"sample_30",-0.138715861,-0.159850546,0.159370636,-0.038552037,-0.099572845,-0.12363381,0.004022496,-0.123347216,-0.094375163,-0.049708926,-0.032601827,-0.086615643,-0.099617926,-0.185592319,0.172906777,0.063004734,0.130521907,-0.028587153,0.07236787,-0.163351292,0.074449603,-0.033508213,-0.191912781,-0.225984388,-0.102720749,0.277461298,0.177796476,0.026378607,0.004459708,0.106692187,0.025682062,-0.028604395,-0.11240787,0.187205209,0.138064889,-0.113299051,-0.051750617,0.122100103,0.006197327,-0.022872854,0.215562589,0.051615258,-0.159519896,-0.184432076,-0.24702765,0.014427569,0.065770119,-0.058059073,0.010193024,0.102594305
"sample_31",0.188008221,0.049802171,0.385117091,0.240462501,0.127514365,0.251116604,0.305770796,-0.003787568,0.103511967,0.151520541,0.077418013,0.082999738,-0.031064309,0.048991841,0.323936348,0.328898913,0.222452486,0.104701992,0.225045497,0.156492647,0.220086199,0.241166717,0.169430003,0.245217778,0.156398786,0.472962649,0.40246556,0.014003621,0.121423072,0.033704923,0.22497162,0.352257241,-0.02288677,-0.085435844,0.081332939,0.370056671,0.372100491,-0.244308941,0.230367499,0.251087357,0.397130946,0.422972121,-0.291760021,0.420699216,0.381696565,0.274304472,0.179100344,0.407333143,0.089081424,0.164473166
"sample_32",-0.197741998,0.241966539,0.134881459,-0.027059896,0.098166699,0.186017937,0.225966979,0.045637519,-0.102567903,0.211558836,0.28418535,-0.262327132,-0.172231111,0.25452659,-0.057437042,-0.024486924,-0.310593687,-0.090501405,-0.070997526,0.101163387,-0.085286368,0.100312229,0.156379135,0.383684562,0.381684477,0.445947919,0.41701622,0.273202767,0.277343986,-0.11298158,0.068274982,-0.362501995,-0.398831421,0.103595506,-0.267120131,-0.469622967,0.061483712,0.119102928,-0.247892783,0.175048899,-0.242369383,-0.022010159,0.107919823,0.159312031,0.523789781,-0.203039,0.118343463,0.177409399,-0.222882538,-0.035878446
"sample_33",0.104770284,-0.227656188,0.447314138,-0.268075609,-0.019005273,-0.065309993,0.153868344,-0.156438693,0.330951543,-0.09352447,-0.096017027,0.308004479,0.178192908,-0.234538772,0.29463494,0.356340832,0.209210061,0.293135522,0.248550366,-0.052887782,0.107737731,0.212875525,-0.067721987,-0.113039127,-0.273618147,0.490149977,0.292430689,0.015537124,-0.26216643,0.314159364,0.245311564,0.441450587,0.277345909,-0.186130121,0.191792158,0.354618854,0.166281735,-0.266213789,0.23074672,0.081813571,0.303737533,0.355213418,-0.03193743,0.153435594,-0.07763282,0.329069611,0.15772317,0.202620596,-0.153690688,0.0950684
"sample_34",0.075588535,0.394452102,0.45167848,0.338683263,0.35676621,-0.039477591,0.448964662,-0.072391856,0.286759291,0.422770182,0.482893569,0.043708534,-0.143477376,0.321416691,0.213444486,0.342945233,0.138418078,0.039098349,0.29857839,0.013519117,0.173422645,0.422868165,0.409412248,0.478628655,0.517011819,0.648093315,0.574043476,0.136151588,0.4824818,0.074928018,0.464828119,0.364207293,-0.122699956,0.034571539,0.079730003,0.289573835,0.346641726,0.220490294,0.132345827,0.41536367,0.393852493,0.546870625,-0.234413586,0.474425033,0.641161973,0.363283372,0.139930935,0.417129111,-0.090018919,0.18131703
"sample_35",0.323255944,-0.070519287,0.559690124,-0.035902406,-0.134000454,-0.208751516,0.363741624,0.014920694,0.295623069,0.06792923,0.114216081,0.36568179,0.188111099,-0.140176449,0.315045321,0.327591132,0.32236905,0.242468232,0.319906629,-0.297053708,0.291924852,0.242969062,0.151400345,0.241822763,0.143664759,0.551049266,0.449269003,-0.225882817,0.120132549,0.164713059,0.460711282,0.529188703,0.226411891,-0.218183792,0.157902908,0.526206763,0.377262572,-0.274910801,0.223681526,0.337504105,0.622226718,0.444036689,-0.226854824,0.507386749,0.431908267,0.476433674,0.237478631,0.326599804,-0.120561897,0.246454088
"sample_36",0.146509593,0.108140119,0.340882772,-0.269065454,0.041681578,-0.004338975,0.328001429,-0.140284077,0.265545801,-0.070300012,0.064948467,0.258903902,-0.150620948,-0.241403976,0.253358911,0.242584982,0.247098528,-0.025933327,0.252153353,-0.394460177,0.17000764,0.050533226,-0.029857918,0.026599178,-0.106937417,0.405276828,0.35916542,-0.046614178,-0.074672414,0.171094269,0.252487127,0.339857576,0.21472511,-0.106322058,0.13704913,0.368193126,0.28957619,-0.155843722,0.170317693,0.128237092,0.33410132,0.30379486,-0.276195964,0.008300394,-0.022706296,0.133081453,0.149573651,0.040672967,-0.174366619,0.16082954
"sample_37",-0.024150559,0.188563567,0.200517411,-0.00319543,0.218005763,0.156361565,0.233379515,0.003703003,0.10300995,0.012432951,0.218143829,-0.06046877,-0.247309817,0.116546581,0.01826497,0.079548065,0.027439662,-0.17821147,0.073912926,-0.080743874,-0.002627652,0.246381898,0.117232153,0.257132724,0.240347769,0.021484421,-0.05776712,-0.11960117,0.103982934,-0.088367065,0.144171787,0.091879438,-0.19683573,0.17765271,0.026830403,-0.020620158,0.181830164,-0.157494637,-0.080498224,0.225261252,0.213121242,0.240512259,-0.242004573,0.326110316,0.350208042,-0.070949717,0.176039893,0.097911371,-0.099160698,-0.042718107
"sample_38",0.015514257,0.042319504,0.407223988,0.228325403,0.116757033,0.110943523,0.170617667,0.014615139,0.19343134,0.082352528,0.135088077,-0.102379199,-0.090819963,0.106089537,0.2766725,0.253795847,0.090258676,0.034093658,0.234521,-0.063019247,0.084825471,0.242732547,0.204599716,0.221334052,0.252763969,0.323369238,0.328421114,-0.014043275,0.187623562,0.135232338,0.236786852,0.167963558,-0.130831457,-0.022888786,0.114165371,0.141257681,0.296386972,-0.066199383,-0.051253029,0.235756824,0.2155614,0.212056926,-0.131078444,0.356698946,0.498201608,0.293821561,0.206467236,0.258098589,-0.143801601,0.156277358
"sample_39",0.263865039,0.150764153,0.46744523,-0.087810355,0.02619452,-0.100589814,0.357165272,0.033564737,0.306072166,0.115535952,0.316604146,0.197511095,-0.021489722,-0.208096757,0.271306151,0.321484607,0.357683619,0.022222905,0.309556083,-0.441944762,0.224676661,0.268196609,0.154042428,0.411162849,0.335837208,0.508021875,0.447029216,-0.170684252,0.130396712,0.093304398,0.463400298,0.4584966,0.068088145,-0.208743036,0.135907161,0.53878897,0.337081644,-0.217779805,0.053897596,0.335564414,0.560003692,0.485608024,-0.313636917,0.359030359,0.544013363,0.419483311,0.000241553,0.32386349,-0.154092204,0.199731933
"sample_40",-0.254767576,0.013874629,-0.116602188,-0.089580384,-0.039656124,0.314252746,-0.265756706,0.147828025,-0.28038323,-0.077400462,-0.029487699,-0.319839558,-0.135293467,-0.03775137,-0.1153672,-0.183964522,-0.421285522,-0.066698377,-0.277598256,0.355207984,-0.154756186,-0.086012839,-0.040181882,-0.089551103,-0.224967862,-0.46517941,-0.357115268,0.033839013,-0.090996969,0.030998999,-0.252209317,-0.4088082,-0.128223267,0.092882011,-0.210197412,-0.440226445,-0.338279345,0.335564036,-0.175457309,-0.182907004,-0.326882067,-0.467307033,0.018564216,-0.426801036,-0.323193891,-0.35137695,-0.062339549,-0.147268238,-0.251486423,-0.101524244
"sample_41",0.259485355,-0.327714418,0.395326014,0.049668436,0.002835005,0.086653825,0.31160526,-0.069403353,0.256767476,-0.022804097,-0.161497073,0.227777807,0.174814037,-0.007579261,0.325865079,0.251754532,0.269777873,0.238440973,0.16762885,-0.064171543,0.134644453,0.155800953,-0.05738114,-0.163957605,-0.213266104,-0.260917196,-0.240029125,-0.017976333,-0.182732146,0.099358442,0.279638518,0.470841897,0.35522363,-0.027897827,0.021794501,0.403532311,0.351513928,-0.370491718,0.24578266,0.150024169,0.404646415,0.339863922,-0.09511546,0.298460594,0.337675101,0.344214177,0.285281824,0.305544481,0.049696034,0.158648377
"sample_42",0.275989328,-0.307226299,0.487512438,-0.202170694,-0.067476225,0.06509269,0.311140516,-0.004287517,0.448781443,-0.100300663,-0.087400089,0.329203746,0.18326537,-0.28106666,0.25817989,0.254886462,0.314979029,0.343861943,0.326109097,-0.291792089,0.23903264,0.145494884,0.001382236,0.036133569,-0.17201734,0.55884578,0.385731165,-0.14524527,-0.147544944,0.294831159,0.408257405,0.418515448,-0.155702437,-0.205446943,0.291065375,0.501190171,0.356522763,-0.346555038,0.321514615,0.380026647,0.487034211,0.4368149,-0.313787233,0.357139082,-0.040565893,0.364330362,0.149903083,0.201494137,-0.213244686,0.068422114
"sample_43",-0.333914783,-0.275018895,-0.296771412,-0.008481473,0.044477326,0.259325308,-0.359940658,0.058143708,-0.421543283,-0.024463308,-0.253390946,-0.410488656,-0.22119891,0.15154982,-0.075806701,-0.036087171,-0.348243824,-0.187918985,-0.143079262,0.188520315,-0.250656822,-0.146649722,-0.273835335,-0.449323734,-0.328520875,-0.57895381,-0.496548041,0.368776235,0.008196433,-0.160247463,-0.426326243,-0.438424495,-0.294835168,0.241508306,-0.203041104,-0.486183004,-0.382654166,0.267700846,-0.31537539,-0.3729556,-0.405356989,-0.431169326,0.312946106,-0.425079339,-0.461324681,-0.39810328,-0.129168779,-0.258819171,-0.161836582,-0.07536293
"sample_44",0.018684598,-0.210614349,0.214112595,-0.100403583,0.125837521,0.294975961,-0.042805552,-0.064333971,-0.146733599,-0.088708984,-0.087741067,-0.06866912,-0.179284221,0.03615136,0.171524225,0.253383903,0.009437264,-0.121367446,0.055382543,-0.020638338,0.054635085,0.033041943,-0.047236259,-0.24728824,-0.038412408,0.299209371,0.054940363,0.286828393,0.053339677,-0.128089116,-0.084968265,0.006548124,0.039566971,0.173103556,-0.042897955,-0.163351607,-0.002775724,0.344921398,-0.088268151,-0.087615776,-0.277286353,-0.071248938,-0.048807163,-0.2230012,-0.141141798,-0.088092866,-0.097089581,-0.022476861,-0.043147931,0.005775916
"sample_45",0.281172718,-0.358044182,0.451768976,-0.18536525,-0.199744552,-0.181987143,0.061030091,0.054758052,0.342219933,-0.226663575,-0.297599403,0.399504619,0.3978454,-0.347151388,0.071997644,0.152685292,0.425618702,0.364639187,0.154156905,-0.285766123,0.142129769,-0.078591023,-0.188963594,-0.368245074,-0.422577524,-0.02465782,-0.078914563,-0.267246591,-0.281488731,0.309204913,0.408721791,0.618346267,0.244030785,-0.321769317,0.15884217,0.605055451,0.201357779,-0.255193035,0.430394756,0.251315625,0.571442602,0.357624324,0.039675124,0.208566739,-0.361084119,0.396491889,0.235700222,0.057563684,0.074698975,0.064140544
"sample_46",-0.192101007,0.369250895,0.076310454,-0.05311126,0.219834645,0.347050048,0.286857876,0.109586286,-0.020067801,0.19479693,0.361068054,-0.291458848,-0.291478363,0.258967208,0.186722631,0.176476813,-0.094722086,-0.169844426,-0.007059455,-0.127000508,-0.000534431,0.237188851,0.27598804,0.475370661,0.42933039,0.430348833,0.42146686,0.301334339,0.264913261,-0.184328656,0.122219563,-0.08685618,-0.202100981,0.312542348,-0.018709691,-0.321553694,0.256957291,0.125898997,-0.004545939,0.19412013,-0.281826588,0.27476363,0.090425826,0.03235314,0.484005315,0.04215981,-0.073570099,0.055512048,0.060901362,0.022666318
"sample_47",0.233276024,-0.311356487,0.425891929,-0.068920219,-0.017166666,0.043711307,0.202483018,-0.104276473,0.252032353,-0.067039635,-0.131849012,0.210297217,0.277319622,-0.162650451,0.225335377,0.291457487,0.208686508,0.357675694,0.39911939,0.052990044,0.180708979,0.237700364,-0.020297782,-0.316117906,-0.330877818,-0.343284762,-0.215992965,-0.069887698,-0.144280682,0.331102659,0.327355247,0.530261915,0.093619644,-0.05143976,-0.050193754,0.462658715,0.203255953,-0.071223807,0.238977629,0.089543938,0.476314049,0.304777279,-0.050774666,0.270382261,-0.209168093,0.304670323,0.231236054,0.209066333,-0.011821353,0.077781645
"sample_48",-0.026793622,0.592113277,-0.018030681,0.226113377,0.186589361,0.202820866,0.425614057,-0.099316127,0.269801741,0.136458557,0.360930133,0.142195392,-0.203743648,-0.116439464,0.230659882,0.120204142,-0.133766625,-0.021017293,0.135220152,-0.019191509,0.074937356,0.389007445,0.37837954,0.545586143,0.561983723,0.723847177,0.706527794,-0.023639587,0.205637561,0.066357549,0.275859893,0.210825234,0.004143039,0.093685044,0.136531278,-0.098446174,0.318289137,-0.317963767,-0.104781883,0.343936312,-0.093118646,0.410598497,-0.220287181,0.380405157,0.671454315,0.183740267,-0.038386257,0.304609622,0.271840857,-0.01855583
"sample_49",0.186047252,-0.121680179,0.446492969,-0.020883109,-0.096774052,0.156062632,0.194395999,-0.036828184,0.276003252,-0.026655886,-0.042440394,0.204814988,0.022514211,-0.266998728,0.23782622,0.237401431,0.155022691,0.007289065,0.208642651,-0.109250729,0.148352597,0.1520963,-0.129644116,-0.195329051,-0.229711394,0.234194512,0.178098046,0.070368967,-0.09547612,0.16802462,0.23914475,0.307342973,-0.032564031,-0.223824036,-0.225026118,0.356033307,0.280575799,-0.185517037,0.089154186,0.150321277,0.50936185,0.338309969,-0.240385919,0.315822803,0.134127054,0.236406532,0.194987706,0.124858602,-0.23309912,0.074546421
"sample_50",-0.198371572,-0.310113476,0.120312877,0.047527317,0.156075616,0.368656177,0.005808351,-0.131449843,0.009946427,0.208671177,-0.094981003,-0.224226901,-0.222243547,0.134712965,0.14386022,0.026331365,-0.18243507,-0.185306708,-0.114799909,0.068214658,-0.09885219,0.064586005,-0.059437775,-0.268558879,-0.219155892,-0.560014665,-0.468350511,0.276310212,-0.062608742,-0.242406287,-0.269735472,-0.421744749,-0.388946607,0.34257301,-0.154760969,-0.357523324,0.108885336,0.218104063,-0.268696871,-0.022769955,-0.325914572,-0.406231867,0.012406548,-0.036777386,0.047368208,-0.17741413,0.034138373,0.012924454,0.030699847,-0.071108498
"sample_51",0.077167433,-0.071804565,0.402534209,0.038898424,0.096985896,-0.027908016,0.237484193,0.077064045,0.353995555,-0.005652097,-0.066402293,0.121515986,0.199210345,-0.086659658,0.207902434,0.308256881,0.215139892,0.319605213,0.186248975,0.11279704,0.16103362,0.070753863,-0.005072075,-0.220834304,-0.044656747,0.198257467,0.134232139,-0.03605908,0.017832968,0.238618817,0.318171307,0.481608288,0.2346172,-0.239599469,0.058607554,0.325082591,0.138112091,-0.124587257,0.25948079,0.106701816,0.419203657,0.36887875,0.005913018,0.246477741,0.103641614,0.202923959,0.270799564,0.111486766,0.134309118,0.030493185
"sample_52",0.33474922,-0.067603333,0.5497196,0.128748798,0.033151489,0.154820922,0.357036085,0.040414518,0.398357782,0.00735285,0.160965286,0.059905792,-0.067836162,-0.035490393,0.375917273,0.3222511,0.252349159,0.124126433,0.388355903,-0.134572443,0.226348171,0.383189779,0.169317467,0.301219721,0.28965688,0.045183288,0.139272501,-0.005312773,0.091598693,0.201877859,0.457602459,0.353747136,0.183320469,0.019739618,0.203944123,0.487627126,0.332017257,-0.138673562,0.046540771,0.25344703,0.440556605,0.420377992,-0.180230348,0.230324857,0.533600005,0.378029437,0.228934841,0.340931407,0.059206593,0.121789571
"sample_53",0.155923828,-0.230423998,0.44620037,-0.057635775,-0.020212686,-0.002710914,0.238191473,-0.0403021,0.314110546,-0.068123431,-0.065864888,0.342623491,0.409423136,-0.085271812,0.262291822,0.306577353,0.270717448,0.466717389,0.224854547,-0.138179545,0.072147505,0.082667292,0.005687739,-0.07309634,-0.146129802,0.008763006,-0.037316616,-0.221128842,-0.136121336,0.384144429,0.395306492,0.598644918,0.336323257,-0.302124113,0.349323366,0.470640997,0.163565353,-0.302888303,0.184235006,0.306083462,0.504665841,0.280711825,-0.103653909,0.209889492,-0.015232648,0.355863769,0.278032066,0.087618055,0.068000389,0.099454126
"sample_54",0.182585711,0.113120798,0.428463435,0.034081928,0.005488705,0.095852576,0.34927472,-0.001069173,0.307903714,-0.023363203,0.045133823,0.2793316,0.441484099,-0.190902851,0.264580387,0.269312436,0.309200374,0.472110672,0.274156816,-0.112598729,0.198812002,0.024444226,0.031849826,0.092064306,-0.007709167,0.285932123,0.282648906,-0.226030018,-0.09089396,0.404294571,0.373899187,0.558423525,0.368160922,-0.257608294,0.157077172,0.427392027,0.261620295,-0.458531835,0.289337371,0.285539066,0.543110429,0.319053628,-0.111073184,0.215561715,0.080805385,0.394860058,0.254848507,0.077235379,0.13199178,0.109105792
"sample_55",0.212287288,0.021834301,0.444524481,-0.304758533,-0.21896978,-0.030195214,0.3222483,0.07739851,0.209198681,-0.074909276,0.012919371,0.37366754,0.295343404,-0.269760283,0.248439613,0.262077173,0.393551085,0.334495811,0.242356506,-0.220339145,0.215888242,0.072964329,-0.031955811,0.058450474,-0.122979536,0.468580206,0.401393348,-0.27335079,-0.093892823,0.256660408,0.418625665,0.595176957,0.231561443,-0.289284506,-0.226106325,0.540866968,0.266215392,-0.386401057,0.382027129,0.182281886,0.559848254,0.339215369,-0.038619025,0.327265842,0.255743985,0.418075744,0.299785526,0.227462901,-0.232209503,0.095886688
"sample_56",0.207414725,-0.069931356,0.410585099,-0.039925514,-0.102552771,0.088937411,0.239203813,-0.049634729,0.337128992,-0.031166157,0.113549409,0.256093171,0.150255169,-0.221366377,0.161071879,0.282544099,0.310220065,0.220673484,0.170671898,0.072715927,0.193840849,0.133351673,-0.004892355,0.122187987,-0.000752214,0.683550404,0.515115184,-0.1722401,-0.00106503,0.146169318,0.421979218,0.507619228,0.047846616,-0.247353081,0.161768999,0.417016865,0.191631735,-0.17429236,0.206287097,0.193067468,0.413691063,0.431727464,0.019970949,0.16583617,0.208479264,0.406805305,0.219283197,0.173811308,-0.12298225,0.184725308
"sample_57",0.003854556,-0.00829364,0.290269759,-0.072246674,0.176370388,0.309928946,0.257490586,0.163313019,0.351118834,0.190665528,0.10396822,-0.027736662,-0.103018163,0.13457593,0.240251145,0.24964307,0.008757237,-0.085171949,0.165657241,0.005399445,0.093514907,0.221262705,0.10357063,-0.027405254,0.135173333,-0.093144484,-0.067467472,0.196032865,0.148773057,-0.161108823,0.248786562,0.125129398,-0.097132859,0.16355915,-0.084857704,0.199397889,0.167324569,0.034554559,0.085101913,0.227894242,0.144675074,0.322670743,0.189144411,0.028699345,0.400487063,0.005093359,-0.113581104,0.202279794,0.004074288,0.169511247
