"","total_genusmass","simpson","shannon","richness","Bacteria","Eukaryota","Viruses"
"sample_141",-2.27650200105885,0.527226998651843,0.969838518990432,2,0.00120425984215905,0.00341502895598817,0.000671226797268976
"sample_142",-0.626258401441644,0.968831964242077,4.01252733945065,43,0.119955983117336,0.0977125715216526,0.00025902901124926
"sample_143",1.84209517257456,0.0102711261964791,0.0387909656747089,9,69.283403802099,0.0013195629607474,0.0101166493657301
"sample_144",0.927838222543585,0.0941912966552574,0.301528080065579,19,8.33608258369719,0.0761945959044475,0.000171896916856899
"sample_145",3.41503874733523,0.524911207193298,0.867366469825276,6,2575.3915572452,0,25
"sample_146",1.24022745624179,0.161739663801936,0.346388815787371,25,17.3529134311364,0.0307542873683145,0.000719062342705113
"sample_147",0.796298259196628,0.538175469597707,1.23090470150657,29,6.14329294326898,0.0202746953479075,0.00305260040549469
"sample_148",2.37396617171642,0.744264014302399,1.70354834706177,36,235.945727353994,0.0639577026393211,0.250501002004008
"sample_149",-0.370508821013128,0.697115330023132,1.80451664781865,14,0.424513047743361,0.000894963058727667,7.64381260123274e-05
"sample_150",0.952673797192498,0.817837905640683,1.9940417380469,33,8.32656100115751,0.0032785680115023,0.0634564699094905
"sample_151",-1.0166541382113,0.657043674344777,1.48450656188631,9,0.0111085395654935,0.0336347971967704,0.0514945020907542
"sample_152",-1.16245693442046,0.567138061122614,1.44809307069612,5,0.0671320521626406,0.00150698626530667,0
"sample_153",0.0165255494160665,0.71438443472548,1.90246278761384,23,0.989080055081138,0.0324306770214353,0.000538943758999568
"sample_154",2.95840586458916,0.0963975211721679,0.269429500741018,15,870.509339179364,0,14.0509103169251
"sample_155",2.21576093529674,0.785525881343221,1.79127217897293,9,125.495328671265,0,14.8648648648649
"sample_156",1.39560947050946,0.28173635790349,0.682158619581937,31,3.85156718344177,0.0117360258918986,20.959558122429
"sample_157",2.51725758806671,0.20827375848152,0.371037620665166,22,329.007030388765,0.0338798969623468,0
"sample_158",1.68977353039245,0.022413284634984,0.0646681659899974,6,0.013057096933428,0.00370848122725655,48.4004816673037
"sample_159",-0.0865282783653851,0.745375458909005,2.16110857243424,50,0.275177886806674,0.516962874458669,0
"sample_160",-1.31034257916898,0.954636722337803,3.69832868308529,11,0.0280812154810565,0.0179454319089791,0.00273669602757005
"sample_161",-1.13236793087954,0.528554311625956,1.23724586392642,6,0.0540601002354771,0.0196678345831764,0
"sample_162",-0.796447289236004,0.787711291481333,2.16707241907599,10,0.142864030372023,0.0111503023364508,0.000138595807754007
"sample_163",-0.262140401298608,0.806340495748206,2.75959980232051,55,0.173571910749911,0.370962557394132,0
"sample_164",-0.141792765979594,0.933721611329647,3.38207400374151,43,0.503662407806707,0.110896155110024,0.0119554091228968
"sample_165",3.00393790400393,0.130174413279414,0.26953091054036,15,941.98342762297,0,0.13491130583458
"sample_166",0.0310420395444829,0.742535172346782,2.46321495984963,64,0.733482116320309,0.3365497883512,0
"sample_167",4.68817282925825,0.0844178470759066,0.19155777964029,4,46660.7217044761,0,0
"sample_168",-1.26033301122897,0.899217137677783,2.93461172007054,11,0.0371343046478306,0.0142912410178445,0
"sample_169",-0.817263500258646,0.914998820439518,2.8905196595364,22,0.0702052486630563,0.081652816936224,0
"sample_170",0.834335534108625,0.0243697183016415,0.0890090209654314,8,0.04132880768669,0.0424774501104015,0
"sample_171",0.191867763351003,0.286375206426144,0.921780001823337,34,1.52002073540567,0.033954943496588,0
"sample_172",-2.66438052017831,0.81560606206966,1.96007532530455,0,0.00181988111265932,0.00017296226240174,0
"sample_173",-0.941738256076737,0.439622993769024,1.08967545127098,6,0.020756665684711,0.00212250060262296,0.00698279493215238
"sample_174",1.21743761116094,0.320332684254042,0.840310570027388,60,0.848872579956176,0.251836538743422,1.8887909922704
"sample_175",2.20141310310487,0.449648911096819,1.12605889232301,41,158.916000198756,0.0103409026803516,0.0099162258127721
"sample_176",-0.478768200381171,0.323580031666818,0.877271982339892,8,0.31078778641556,0.0205186555483523,0
"sample_177",-0.381886047403039,0.602454970904223,1.20523215426717,11,0.401269887390548,0.0115494606807666,0
"sample_178",2.78440798459195,0.574105966120812,1.16019991908474,21,396.342526463981,117.727610553697,28.0033444816054
"sample_179",-0.750086299173071,0.614654983695448,1.32509055706786,6,0.00579094350106734,0.0284563200653832,0.0428381394719635
"sample_180",3.71221446909515,0.00946345539829252,0.0335211116075002,11,5131.4081245774,0.0946252838758516,20.2024981074943
"sample_181",-1.29267596085665,0.430036642218885,0.700014394843118,2,0.0363463705777601,0.000482495078550199,0
"sample_182",-0.93276972787541,0.775979598547917,2.24792035254785,9,0.0680596840335051,0.0114540989880256,0.000119917880235615
"sample_183",-2.2754747663663,0.70805025933231,1.61217124836949,2,0.00126910455608536,0.00403393948184274,0
"sample_184",-0.570769068688239,0.779260696388379,2.14865611727325,15,0.25197571315517,0.0160630606108739,0.000384848715969753
"sample_185",0.385563151713111,0.0904181710384984,0.274300699830643,14,0.097003179231338,0.005337180416106,2.31665976606976
"sample_186",0.086151338501399,0.464511016161111,0.980851187193722,12,0.967553257417512,0.0127970682057539,0.00434228257093667
"sample_187",0.0865574692333615,0.735069891469978,1.67014762960802,14,1.00866007039175,0.0238462106017911,0.185864594033578
"sample_188",0.475044709747698,0.787829864925758,2.38169315411916,60,2.78579054501184,0.12118782111366,0.0760963511329901
"sample_189",1.65374915515493,0.312850327159777,0.730097583477059,43,8.12222981199475e-05,45.0344043905051,7.1069510854954e-05
