"","HALLMARK_ADIPOGENESIS","HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_ANDROGEN_RESPONSE","HALLMARK_ANGIOGENESIS","HALLMARK_APICAL_JUNCTION","HALLMARK_APICAL_SURFACE","HALLMARK_APOPTOSIS","HALLMARK_BILE_ACID_METABOLISM","HALLMARK_CHOLESTEROL_HOMEOSTASIS","HALLMARK_COAGULATION","HALLMARK_COMPLEMENT","HALLMARK_DNA_REPAIR","HALLMARK_E2F_TARGETS","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","HALLMARK_ESTROGEN_RESPONSE_EARLY","HALLMARK_ESTROGEN_RESPONSE_LATE","HALLMARK_FATTY_ACID_METABOLISM","HALLMARK_G2M_CHECKPOINT","HALLMARK_GLYCOLYSIS","HALLMARK_HEDGEHOG_SIGNALING","HALLMARK_HEME_METABOLISM","HALLMARK_HYPOXIA","HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL6_JAK_STAT3_SIGNALING","HALLMARK_INFLAMMATORY_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_GAMMA_RESPONSE","HALLMARK_KRAS_SIGNALING_DN","HALLMARK_KRAS_SIGNALING_UP","HALLMARK_MITOTIC_SPINDLE","HALLMARK_MTORC1_SIGNALING","HALLMARK_MYC_TARGETS_V1","HALLMARK_MYC_TARGETS_V2","HALLMARK_MYOGENESIS","HALLMARK_NOTCH_SIGNALING","HALLMARK_OXIDATIVE_PHOSPHORYLATION","HALLMARK_P53_PATHWAY","HALLMARK_PANCREAS_BETA_CELLS","HALLMARK_PEROXISOME","HALLMARK_PI3K_AKT_MTOR_SIGNALING","HALLMARK_PROTEIN_SECRETION","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","HALLMARK_SPERMATOGENESIS","HALLMARK_TGF_BETA_SIGNALING","HALLMARK_TNFA_SIGNALING_VIA_NFKB","HALLMARK_UNFOLDED_PROTEIN_RESPONSE","HALLMARK_UV_RESPONSE_DN","HALLMARK_UV_RESPONSE_UP","HALLMARK_WNT_BETA_CATENIN_SIGNALING","HALLMARK_XENOBIOTIC_METABOLISM"
"sample_90",-0.350856686,-0.056838149,-0.408058025,0.037531581,-0.139467895,-0.172203718,-0.418269455,0.101576161,-0.447570438,-0.163126959,-0.256964733,-0.462514688,-0.022382677,0.125556275,-0.340928825,-0.332528842,-0.339389516,-0.134634936,-0.305064404,0.076149448,-0.260865305,-0.312243489,-0.240016265,-0.16436333,-0.076115217,-0.5817257,-0.443257914,0.202692929,0.068761094,-0.261078404,-0.44156323,-0.532996551,-0.26500049,-0.020435447,-0.540772661,-0.473706002,-0.470451148,0.363251787,-0.285360037,-0.391855612,-0.468950751,-0.508601709,0.348944004,-0.449441523,-0.400081645,-0.474241328,-0.034156848,-0.383072824,-0.309681194,-0.240477858
"sample_91",0.008571674,0.196944471,-0.190765037,-0.051177981,0.000260255,-0.043658589,0.054934535,-0.095932321,0.093523244,0.040050466,0.201785207,-0.123689015,0.029291871,0.095270006,-0.265801964,-0.291115486,-0.021434139,0.025274453,-0.143903137,-0.024294714,-0.14908778,0.035847756,0.189584889,0.143626626,0.111068817,-0.040735521,0.087720383,-0.098308621,0.015070193,0.070766024,-0.176792925,-0.338273984,0.019905804,0.172416187,0.322516099,-0.262423234,-0.073457036,9.19e-05,-0.031626567,0.011156062,-0.08179683,-0.172465027,-0.104107351,0.176469683,0.022124613,-0.187621532,-0.011248765,-0.01191458,0.082006845,-0.075226457
"sample_92",0.155306223,0.222059956,-0.305653315,-0.036415942,0.027234412,-0.278671437,0.107631493,-0.199684943,0.248007518,0.004115616,0.203185683,0.145876227,0.180573347,0.019333975,-0.230603146,-0.238553527,0.028055857,0.153652663,-0.133685495,-0.1324616,0.048586746,0.172756734,0.189326936,0.400092053,0.177208092,0.28888812,0.240006851,-0.222813798,-0.010605974,0.253343076,0.021645386,0.093863625,0.297959833,-0.023601586,0.191888926,0.171338898,0.046165151,-0.042522126,0.009954835,0.245609466,-0.119992166,0.221065768,-0.298968562,0.207779301,0.336428948,0.073649176,-0.112599175,0.303628029,-0.019444563,-0.14229323
"sample_93",0.21806546,0.126013683,-0.28081382,0.014819733,0.035612182,-0.267228671,0.133303148,-0.183233272,0.230523458,-0.025422102,0.073499383,0.178072191,0.025466324,-0.07882811,-0.060066685,-0.205549697,0.141571449,-0.017587497,-0.133260425,-0.209878903,0.079541535,0.022809204,0.055691273,0.359432561,0.11539635,0.317527344,0.265978592,-0.362839978,-0.107036303,0.273555209,0.011307758,0.050424667,0.420580448,0.004545061,0.206050981,0.098786846,0.243374315,-0.34496988,0.153144775,0.194575318,0.038748384,0.263670357,-0.318060215,0.353425225,0.244428565,0.142144059,-0.104154833,0.151957535,0.129259727,0.100044457
"sample_94",-0.404704061,-0.214847201,-0.481070355,0.039525969,-0.068579784,-0.046433353,-0.433223518,0.058339924,-0.429807136,-0.146317634,-0.354316132,-0.456992511,-0.257354942,0.083712033,-0.328456425,-0.327497155,-0.37956028,-0.295197163,-0.336695632,0.121058002,-0.310307575,-0.378796903,-0.3106561,-0.496721453,-0.327426888,-0.61128174,-0.553282305,0.306072779,-0.108614526,-0.369160327,-0.527861882,-0.59674519,-0.301425314,0.030091578,-0.394104013,-0.572728479,-0.492548084,0.220470051,-0.273623975,-0.496275492,-0.527552533,-0.590103469,0.382705082,-0.558977832,-0.552830077,-0.498918284,-0.212572645,-0.34915277,-0.253405246,-0.217790274
"sample_95",0.307231068,0.228414195,-0.005352328,0.007776645,-0.022455509,-0.036393805,0.216852551,-0.089458972,0.322303734,-0.026673208,0.206631712,0.306812543,0.177189806,-0.115799903,-0.121147402,-0.200925836,0.259931035,0.150010487,-0.033472477,-0.170741953,0.118960871,0.063631588,0.240309674,0.448149299,0.206803697,0.449083107,0.375687791,-0.39998174,0.027181993,0.309277336,0.226476204,0.316571727,0.224339393,-0.089258377,0.240947649,0.32211236,0.253655593,-0.47750884,0.180231361,0.354479354,0.390724454,0.375946619,-0.234885505,0.359676857,0.295964419,0.286651553,-0.007481499,0.105093802,-0.010800744,-0.032483034
"sample_96",0.117835681,0.092790597,-0.274058651,0.081717094,0.042739265,-0.271204,0.104155957,-0.166489759,0.157860923,0.074548026,0.128929286,0.199605768,0.094967103,-0.087988337,-0.216975708,-0.264702612,0.04178097,0.028615031,-0.074260084,0.089593915,0.052953026,0.009851005,0.107107369,0.008338335,-0.010719895,0.118381555,0.081020062,-0.338798381,-0.04786151,0.203848369,0.023075893,0.184709535,0.236273057,0.064346063,0.096935313,0.274181014,0.043304007,0.155469845,0.035453042,0.09548704,0.196161529,0.158440739,-0.193223451,0.204666334,-0.033742173,0.149409099,-0.069057452,0.000140995,0.086290634,-0.016354605
"sample_97",-0.135463112,0.364846381,-0.397468739,0.139850163,0.052240733,0.213029078,-0.041164144,-0.069663241,-0.092512901,0.179858688,0.269609555,-0.255184328,-0.329997683,0.187563351,-0.311395316,-0.354183161,-0.209618073,-0.313274011,-0.318360778,0.108601777,-0.161958305,-0.062830664,0.141457602,0.376066457,0.357221823,0.335791275,0.331576906,0.083221451,0.079827256,-0.168435049,-0.199145032,-0.491734834,-0.247673096,0.235122682,0.113418799,-0.388856698,-0.061626229,0.178839688,-0.255846007,-0.046108813,-0.36682114,-0.228767438,0.002251288,-0.007616612,0.164653032,-0.30299571,-0.29939251,0.002021307,0.125570899,-0.076077006
"sample_98",0.255758976,0.187174849,-0.292984402,0.128786673,0.147603302,-0.209363652,0.167527551,-0.052233908,0.126861908,0.0608132,0.233225859,0.152408437,-0.073203365,0.066758772,-0.172616683,-0.182687546,0.018365042,-0.152095186,-0.041057568,0.110846267,0.088471077,0.127107132,0.189221473,0.28041696,0.057677845,0.293806972,0.125200883,-0.170070454,-0.10277003,0.098622318,0.052717648,0.017612741,0.357121805,0.077469512,0.176625895,-0.034143092,0.191346704,0.061328406,0.014535273,0.306123556,-0.032294508,0.306657866,-0.29915595,0.315433677,0.041521385,0.142710627,-0.094577709,0.244056282,0.224330433,0.064043783
"sample_99",-0.385797037,-0.254337619,-0.468406413,0.007994871,-0.029247892,0.1876385,-0.48148406,-0.038692822,-0.341141105,-0.165974885,-0.324058125,-0.426560575,-0.231818404,0.08943608,-0.330213888,-0.330324869,-0.3327549,-0.314878341,-0.330348104,0.21026469,-0.350180697,-0.363324747,-0.28856976,-0.474254939,-0.28084237,-0.641219279,-0.548871732,0.349706369,-0.159536149,-0.398386992,-0.509943359,-0.580643282,-0.335187781,0.17313785,-0.413218272,-0.525731827,-0.464209966,0.232625077,-0.351307623,-0.42758487,-0.564493381,-0.617879553,0.257606223,-0.488757324,-0.549426705,-0.519788052,-0.215058686,-0.365102809,-0.102082699,-0.268064647
"sample_100",-0.406974369,-0.231512106,-0.508678316,-0.055136719,-0.013806752,0.141237208,-0.47560083,-0.012015157,-0.379223202,-0.05934594,-0.339423235,-0.385310056,-0.289885564,0.113101793,-0.292715151,-0.291103609,-0.36371758,-0.354708269,-0.262997648,0.105624502,-0.301048273,-0.316542526,-0.267993087,-0.380219828,-0.28912501,-0.68014026,-0.552203155,0.383011052,-0.165330099,-0.389480548,-0.51235362,-0.592429231,-0.263405811,0.192554663,-0.225115364,-0.569317722,-0.465857602,0.332376201,-0.326238314,-0.459103923,-0.553166316,-0.551871265,0.289538657,-0.537364445,-0.55305252,-0.494366972,-0.281344088,-0.267034063,-0.193611958,-0.245705289
"sample_101",-0.362396957,-0.179517484,-0.460677465,0.068115792,0.146463295,0.224358303,-0.405928633,0.025490297,-0.290578375,0.068354824,-0.257525055,-0.420292673,-0.35511825,0.267188033,-0.079746251,-0.156005872,-0.39404245,-0.38961641,-0.28888027,0.412256865,-0.273763169,-0.15042212,-0.227904327,-0.379980298,-0.242313318,-0.611308915,-0.493357966,0.378619701,-0.075859477,-0.37723534,-0.504951666,-0.618101081,-0.246400827,0.350042178,-0.100863365,-0.569553721,-0.372368139,0.3592058,-0.305364117,-0.409778711,-0.617868745,-0.511949019,0.17750431,-0.399104319,-0.421051903,-0.47158557,-0.14871406,-0.240045915,0.095197771,-0.084662711
"sample_102",-0.282990158,-0.070597115,-0.482832432,-0.015061071,0.129355828,0.163588865,-0.385404432,-0.000851905,-0.292834047,-0.073119403,-0.254472557,-0.36695414,-0.274004378,0.106174112,-0.23626176,-0.170967797,-0.348245278,-0.306998835,-0.328030679,0.343855693,-0.276931586,-0.173423481,-0.101061316,-0.293283566,-0.215510133,-0.523956186,-0.428966242,0.376455676,-0.086793753,-0.336738055,-0.472380645,-0.544687448,-0.19635805,0.217230602,-0.225175281,-0.505038564,-0.3286248,0.423869898,-0.314330447,-0.297654123,-0.621375,-0.453979118,0.238901859,-0.277544335,-0.343276865,-0.482738177,-0.287383644,-0.079372247,0.212144061,-0.219477011
"sample_103",-0.1762137,-0.11681629,-0.294593727,0.06323442,0.181290778,-0.007438583,-0.349674153,0.066650069,-0.32363016,0.080015988,-0.16189284,-0.282735144,-0.32472045,0.210419203,-0.010283335,-0.095280897,-0.242447126,-0.277879711,-0.209969064,0.308057958,-0.071318931,-0.080008626,-0.006205103,-0.332093091,-0.293928271,-0.481559354,-0.384161627,0.210693038,-0.015497094,-0.251330946,-0.418021698,-0.428916877,-0.143189429,0.351223576,-0.03513485,-0.34528089,-0.223539732,0.104825951,-0.145351992,-0.097641243,-0.482848523,-0.164208535,0.186300326,-0.340528623,-0.390484086,-0.301808857,-0.018095005,-0.158956074,0.097543952,0.004318576
"sample_104",0.138758077,0.208662456,-0.180621114,0.105519566,0.259166723,-0.193095424,0.110192489,0.161207687,0.111039879,0.227007466,0.238898836,0.049263287,-0.215818846,0.226613176,0.088478338,0.009776926,0.03673549,-0.249189528,0.013294484,0.123385298,0.040428797,0.129666781,0.225691469,0.234284625,0.16759588,-0.067094794,0.111289978,0.084963803,0.105302953,-0.128503263,-0.033232059,0.123621785,0.242351513,0.258496621,0.150683134,0.249835171,0.182719843,0.333802801,0.098763618,0.142295592,-0.409468933,0.375545935,-0.107325361,0.084404141,0.265625732,-0.142049411,-0.288800317,0.21802619,0.128794222,0.107689781
"sample_105",-0.37120779,-0.288942328,-0.458445112,0.019769403,0.036172878,0.16692338,-0.434828791,-0.071389234,-0.340480601,-0.091714448,-0.363322827,-0.386935646,-0.300752462,0.143751298,-0.15893414,-0.187851518,-0.369566388,-0.383299675,-0.221565787,0.205006313,-0.28342766,-0.241033826,-0.282835853,-0.455816517,-0.348856496,-0.659993487,-0.575829207,0.393092757,-0.210373403,-0.38842071,-0.539414324,-0.631105021,-0.214738039,0.292985984,-0.014095853,-0.563394038,-0.390145671,0.379291702,-0.349102636,-0.43500509,-0.633542985,-0.446334318,0.19943942,-0.410131436,-0.496998294,-0.51127379,-0.274296853,-0.249826735,0.241019573,-0.196179634
"sample_106",-0.383351193,-0.248701461,-0.472128837,0.062433596,-0.007779089,-0.009763002,-0.465051788,-0.077553758,-0.410395535,-0.118933624,-0.334167733,-0.377603756,-0.251433827,0.068476211,-0.286494095,-0.329667957,-0.398533146,-0.310276881,-0.334391334,0.131871813,-0.33002832,-0.377146643,-0.301559095,-0.440245179,-0.207167311,-0.599502753,-0.51379606,0.362225399,-0.193364963,-0.400272238,-0.512036216,-0.614445861,-0.340845996,0.193690637,-0.370985934,-0.546066082,-0.449863342,0.275100181,-0.291578652,-0.410991233,-0.592902552,-0.590081533,0.271518547,-0.544524831,-0.563966061,-0.530427264,-0.263421483,-0.30633826,-0.166176439,-0.256812879
"sample_107",-0.331012736,-0.274693094,-0.492822668,-0.020179559,0.01419395,0.154334125,-0.373349135,-0.06526073,-0.279377804,-0.12872271,-0.347343661,-0.377108383,-0.322836592,0.123556227,-0.136957306,-0.145283899,-0.38507832,-0.383051022,-0.265860387,0.329094718,-0.263025464,-0.195397528,-0.215383329,-0.360709094,-0.30381297,-0.55258187,-0.465524105,0.422086091,-0.225061064,-0.427312363,-0.513736599,-0.609264194,-0.220399681,0.298613722,0.099742678,-0.547406536,-0.306980662,0.351662229,-0.298100701,-0.437415224,-0.593378511,-0.476747654,0.230960597,-0.462845401,-0.425618767,-0.435369357,-0.192740869,-0.230665478,0.230570407,-0.209560785
"sample_108",0.072188294,-0.350075348,0.241424334,-0.329300616,0.006735273,-0.15924544,-0.095896616,-0.090788571,0.365181344,-0.105415102,-0.276962711,0.052539192,-0.156912867,-0.192403059,0.119308821,0.068823893,0.109758288,-0.106951981,0.041854069,0.146773992,0.020679515,0.033453938,-0.222847281,-0.387998727,-0.424949095,-0.431266621,-0.335861811,-0.018272383,-0.332482873,0.05350721,0.092293582,0.312760164,0.092869807,0.059844809,0.287631394,0.241091572,0.129677433,0.119074317,0.174909305,0.082950753,0.014643078,0.315180679,-0.160731351,0.117389636,-0.373662233,0.183049606,-0.039629339,0.052791947,0.117817701,0.061676325
"sample_109",-0.31283473,-0.259008936,-0.47876942,-0.022489577,0.061344537,0.070026168,-0.422615504,-0.025855928,-0.368512308,-0.111881306,-0.370883639,-0.34256682,-0.285420597,0.072618882,-0.174955389,-0.184191822,-0.356798238,-0.362536345,-0.247058188,0.254810144,-0.276135842,-0.259761544,-0.270282506,-0.44995572,-0.333524569,-0.671858082,-0.574574031,0.387765494,-0.267950712,-0.387921681,-0.523831978,-0.610412519,-0.188864469,0.31454419,-0.05333044,-0.562467027,-0.376709954,0.275718237,-0.31611002,-0.446128546,-0.626502824,-0.521676702,0.226908556,-0.426943279,-0.49353112,-0.477119634,-0.341788749,-0.201262427,0.275286555,-0.188703576
"sample_110",-0.396384968,-0.294439465,-0.507324328,-0.095156974,-0.00812497,0.086282784,-0.452985113,-0.064575397,-0.393974934,-0.070947981,-0.384232415,-0.32694258,-0.283612461,0.080196645,-0.240164764,-0.258998819,-0.429421952,-0.354171564,-0.311578062,0.107177966,-0.300921852,-0.270346056,-0.297940698,-0.481726693,-0.347989505,-0.664532523,-0.563057144,0.389165929,-0.247995407,-0.403979403,-0.53971949,-0.619704927,-0.262032774,0.235125915,-0.269184942,-0.573957851,-0.434798772,0.302521647,-0.379649794,-0.454148008,-0.60848048,-0.556483929,0.19666956,-0.461826124,-0.522566375,-0.493847935,-0.234614485,-0.312433814,0.109591596,-0.262215475
"sample_111",0.091065201,0.305875374,-0.371106757,0.122058545,0.095485473,-0.031016182,0.10438896,0.007308591,0.086735938,0.080700181,0.251413488,-0.257260319,-0.356136848,0.083956945,-0.236836029,-0.252914072,0.021815185,-0.312296686,-0.130435839,0.164038731,-0.014995975,-0.037268479,0.105134084,0.261027149,0.285208016,0.337098598,0.361028028,0.030208002,0.097880647,-0.144634341,-0.056423874,-0.119220788,-0.067164314,0.121050922,0.2006037,-0.001830244,0.010245803,0.180312579,0.051795189,0.11518044,-0.297386095,-0.082811565,0.004828558,0.16987281,0.224422749,-0.040683355,-0.176181996,0.096486424,0.030159222,-0.122849589
"sample_112",-0.305298393,-0.153210105,-0.483927529,-0.105648839,0.099455691,0.251865258,-0.369427763,0.091537116,-0.258258921,-0.02427913,-0.237323175,-0.314357891,-0.285814553,0.165367793,-0.082649133,-0.117304627,-0.407235966,-0.27622422,-0.235849467,0.286786587,-0.276274029,-0.054098883,-0.153738539,-0.201112541,-0.143547498,-0.495324401,-0.425557011,0.311277133,-0.077846815,-0.351977354,-0.478310699,-0.592219766,-0.168590141,0.307162131,-0.138030299,-0.509850885,-0.320991592,0.32411155,-0.31338823,-0.423171359,-0.586773236,-0.404691967,0.155938242,-0.300455308,-0.375950217,-0.450612702,-0.283347252,-0.225338598,0.12861701,-0.25992927
"sample_113",-0.359449141,-0.256310159,-0.400965878,-0.09788746,-0.140200554,-0.140673714,-0.418453569,0.024597415,-0.478992897,-0.100135961,-0.279887452,-0.375578991,0.020998251,0.007182731,-0.364012442,-0.362737696,-0.367251762,-0.094261607,-0.316547562,-0.008009325,-0.291828152,-0.364251747,-0.253738363,-0.433602714,-0.257206582,-0.500748793,-0.451625695,0.217571374,0.027248997,-0.261935814,-0.42048599,-0.495241162,-0.29573706,-0.061288612,-0.373471109,-0.439097115,-0.478895192,0.189105458,-0.31882449,-0.381896682,-0.434229125,-0.577432193,0.354605175,-0.488837421,-0.517438031,-0.45522599,-0.022411881,-0.382479762,-0.294702386,-0.160950736
"sample_114",-0.361500635,-0.25466777,-0.467485096,-0.171320895,-0.041744692,-0.049686238,-0.460476838,0.014991744,-0.457294348,-0.25764878,-0.368881901,-0.336800706,-0.17130069,-0.007148489,-0.298111417,-0.25003152,-0.393859666,-0.253818323,-0.296138619,0.064482637,-0.306839143,-0.344895103,-0.294940101,-0.436904923,-0.234596998,-0.60528064,-0.508713307,0.311651824,-0.11684772,-0.334970303,-0.505915385,-0.530586717,-0.275170298,0.119379356,-0.387780658,-0.468679763,-0.455313895,0.32888079,-0.271887263,-0.411678858,-0.560471299,-0.537902285,0.349667467,-0.496348325,-0.531765949,-0.418674123,-0.231336996,-0.307762372,-0.066682513,-0.248299536
"sample_115",-0.407670574,-0.225034166,-0.501255685,0.05756468,-0.035066245,0.036395201,-0.45976497,0.033780271,-0.400245101,-0.04281056,-0.373661172,-0.411700771,-0.246664513,0.09351639,-0.290754806,-0.308378542,-0.390549655,-0.333397405,-0.261385477,0.209939304,-0.343877799,-0.325616711,-0.281731611,-0.438036946,-0.26412001,-0.642447869,-0.534350007,0.352568214,-0.098197382,-0.379943449,-0.510504946,-0.605652967,-0.292904221,0.17485086,-0.251561489,-0.56717323,-0.465551547,0.294162254,-0.289736828,-0.449269603,-0.570735484,-0.552425866,0.28993804,-0.501674319,-0.536186868,-0.528553969,-0.23413452,-0.38348006,-0.049098135,-0.205211793
"sample_116",-0.41749897,-0.295617129,-0.421679093,-0.00599941,-0.047362116,0.040830648,-0.504902567,-0.018581408,-0.473129557,-0.144800076,-0.328786162,-0.405231297,-0.17083301,0.076050711,-0.32170931,-0.312174873,-0.377500172,-0.280885382,-0.339259169,0.143958542,-0.363917154,-0.335948535,-0.318599897,-0.436422983,-0.357387272,-0.643080973,-0.55520837,0.288931858,-0.12232459,-0.3468233,-0.497311674,-0.571657969,-0.283598688,0.119197258,-0.213041503,-0.52578007,-0.468944529,0.30165387,-0.326684727,-0.42985797,-0.550621909,-0.595048108,0.32798492,-0.547768941,-0.587140549,-0.498438604,-0.186119819,-0.350474876,-0.096092623,-0.252427391
"sample_117",0.256242217,0.138179384,-0.193334001,-0.20858408,0.007048043,-0.146384436,-0.026776943,-0.18730171,-0.007017577,0.037100702,0.173558998,0.096103887,0.078659404,-0.098204928,-0.247640374,-0.237648173,0.05886108,0.15412467,-0.188147239,-0.098557465,-0.085942997,-0.02440079,0.013253504,0.20732783,-0.063210284,0.401972563,0.197439927,-0.220272099,-0.083081624,0.192087094,-0.051058986,-0.011537557,0.137360356,0.07207292,0.240466708,0.129183052,0.053511039,-0.243462035,0.030046138,0.203699289,0.047237675,0.126192837,-0.235956454,0.141880394,-0.071794465,0.097135803,-0.209351617,0.060920706,0.064161386,0.021911133
"sample_118",-0.309535197,-0.316864307,-0.450519225,0.230936236,0.101852901,0.0978692,-0.333568089,0.028346569,-0.332152979,0.022611985,-0.173598658,-0.312085117,-0.274756348,0.252151214,0.038126108,-0.077362653,-0.31745835,-0.317622608,-0.27570631,0.378621835,-0.157184676,-0.144921881,-0.178045908,-0.345606867,-0.23625902,-0.479525619,-0.416923681,0.220246168,-0.052951146,-0.205655776,-0.371791243,-0.512533018,-0.237242929,0.381083908,-0.280923305,-0.46913057,-0.253988726,-0.061729549,-0.219308221,-0.401449859,-0.511502569,-0.480927531,0.138914411,-0.385763066,-0.296621485,-0.347800943,-0.040215573,-0.131707493,0.069559979,-0.103352802
"sample_119",-0.065096069,-0.017122734,-0.262851497,0.431330454,0.203595491,0.013447518,0.051711457,0.028263977,-0.025338895,0.103798726,0.039116404,-0.133135717,-0.279882584,0.220635547,0.039847407,0.035568863,-0.051473768,-0.277864247,-0.13445981,0.348449374,-0.032892703,0.080293257,-0.001544275,-0.058606153,-0.08686757,-0.199800145,-0.204108133,0.233313574,0.005885035,-0.020207613,-0.272041391,-0.366631733,-0.169723332,0.268990422,0.141987894,-0.353371729,0.159517394,-0.034345822,0.027075635,-0.110200262,-0.362820666,-0.219872422,-0.17844955,0.045555284,-0.028429395,-0.190413703,0.042324449,-0.085542104,0.168644614,0.001150558
"sample_120",-0.332769612,-0.145106768,-0.448885583,-0.06836111,-0.00832272,0.246599792,-0.421161614,-0.029392567,-0.390043707,-0.17216292,-0.345133962,-0.357869927,-0.264903169,0.093954217,-0.21876118,-0.225492725,-0.353915094,-0.298158791,-0.184924452,0.1291993,-0.284241696,-0.252422013,-0.227825168,-0.442282855,-0.29326634,-0.584168659,-0.527886489,0.390187698,-0.145027287,-0.331753275,-0.496498446,-0.583901561,-0.217817802,0.258699968,-0.195783485,-0.541446357,-0.386657282,0.283451007,-0.381225304,-0.408818443,-0.571252017,-0.568777648,0.2215645,-0.445102487,-0.501786437,-0.457270059,-0.28834819,-0.260817275,0.061151755,-0.19551965
"sample_121",-0.238090654,-0.095003645,-0.505148498,0.115950218,0.151069034,0.150368885,-0.305846945,-0.002197109,-0.218696102,0.018401166,-0.097733136,-0.298066202,-0.310057421,0.248989295,-0.169400925,-0.237296302,-0.339024058,-0.366325478,-0.338787855,0.352517093,-0.158583635,-0.070414201,-0.082418409,0.01283531,-0.135049186,-0.474759499,-0.356234413,0.281674565,-0.039253052,-0.238456025,-0.459462707,-0.546444322,-0.287251936,0.34247944,0.074152748,-0.522985283,-0.240185444,0.223634695,-0.279014109,-0.224340614,-0.575683837,-0.309368908,0.113908753,-0.164277734,-0.185259527,-0.424971465,-0.25518327,-0.071961418,0.311679975,-0.05583997
"sample_122",-0.303668257,-0.231371611,-0.508476877,0.024985684,0.022642959,0.23884349,-0.346583099,-0.021840095,-0.326880562,-0.017441109,-0.217576937,-0.370761164,-0.244996089,0.183943803,-0.139822913,-0.139320686,-0.388583207,-0.337747907,-0.30219764,0.311631588,-0.273844443,-0.222095226,-0.21026699,-0.403141931,-0.211699479,-0.590275915,-0.510189298,0.225339354,-0.123178059,-0.301130824,-0.471777371,-0.564358782,-0.154675927,0.279039451,0.011979174,-0.480066434,-0.310044186,0.180132698,-0.330633849,-0.348590373,-0.578865304,-0.403195085,0.103698647,-0.31724314,-0.404887327,-0.403053312,-0.187840083,-0.234402337,0.248925048,-0.10913279
"sample_123",-0.379495046,-0.245469895,-0.383609445,0.075827024,-0.142671673,-0.058492271,-0.463523035,0.040180993,-0.465018352,-0.114939616,-0.274393766,-0.403756934,0.006642132,0.079359914,-0.364615344,-0.352527712,-0.316072755,-0.01907741,-0.329246982,0.16209465,-0.316503701,-0.371212276,-0.313383551,-0.365428838,-0.218598248,-0.546038762,-0.487536004,0.184464198,0.030360015,-0.253921781,-0.394293403,-0.508427142,-0.413390092,-0.042944654,-0.420587345,-0.506241385,-0.494844631,0.301295859,-0.297427541,-0.402166395,-0.382363365,-0.616525289,0.355450808,-0.445147203,-0.561665687,-0.459263793,-0.010545091,-0.460480644,-0.327962989,-0.282745859
"sample_124",-0.254679982,0.048050093,-0.341061514,0.299937558,-0.127047938,-0.20726581,-0.119778772,0.153712781,-0.210753293,0.16973908,0.040928591,-0.396034611,-0.056657421,0.339002897,-0.210053493,-0.281778415,-0.295489639,-0.019424574,-0.305802923,0.132760085,-0.279052735,-0.107370485,0.082385172,-0.165068147,0.153076948,-0.406151547,-0.293096392,0.199942427,0.13891504,-0.043887822,-0.280658233,-0.431499618,-0.193387295,0.119330288,-0.204843653,-0.497239389,-0.274310842,0.381047184,-0.222673644,-0.160936969,-0.282361577,-0.39298311,0.215946763,-0.243303425,0.298699932,-0.182911768,0.021938769,-0.038263113,-0.231986271,-0.018055884
"sample_125",-0.29542636,-0.017959512,-0.466994951,0.181316747,0.053922453,0.075511517,-0.31715707,0.064212017,-0.2926104,0.004747219,-0.143154623,-0.420762535,-0.349170885,0.267022689,-0.147415913,-0.136626865,-0.377985474,-0.338990659,-0.280040884,0.308252466,-0.118825872,-0.089453811,-0.023735985,-0.05727073,0.040367033,-0.473568219,-0.429166864,0.282132649,-0.014802232,-0.262106128,-0.423051486,-0.53084079,-0.118021205,0.319469154,-0.054686074,-0.511275394,-0.287432092,0.357326432,-0.312824184,-0.292882502,-0.567913319,-0.446055246,0.212810302,-0.204426281,-0.27260806,-0.388323753,-0.271345324,-0.14860988,0.068199353,-0.126058436
"sample_126",-0.380005602,-0.119523178,-0.516181422,-0.044657649,0.105038495,0.204073014,-0.365435166,0.021323809,-0.307697575,0.012678132,-0.321654878,-0.356040683,-0.303842876,0.112308449,-0.212250771,-0.136815545,-0.396920941,-0.317315366,-0.259707191,0.145638581,-0.266778835,-0.151518398,-0.21042509,-0.390796823,-0.221439154,-0.551832891,-0.441871642,0.408710134,-0.076228622,-0.372564825,-0.498555672,-0.584678076,-0.197338028,0.271219599,-0.132736124,-0.505930236,-0.383232501,0.426185559,-0.356214076,-0.406127567,-0.589497212,-0.519980607,0.254535419,-0.441989269,-0.349279787,-0.501568876,-0.286211519,-0.239749858,0.172156535,-0.247828463
