,Abiotrophia,Achromobacter,Acidothermus,Acidovorax,Acinetobacter,Actinoallomurus,Actinobacillus,Actinomyces,Actinoplanes,Actinosynnema,Actinotalea,Adhaeribacter,Aerococcus,Aeromonas,Agastache,Aggregatibacter,Agrostemma,Alcaligenes,Alcanivorax,Algicella,Aliihoeflea,Aliterella,Alkalimarinus,Alkalitalea,Alloalcanivorax,Alloprevotella,Alphavirus,Altererythrobacter,Alternaria,Alteromonas,Alysiella,Amaricoccus,Amycolatopsis,Anabaena,Anaerobiospirillum,Anaerococcus,Anaerostipes,Anaplasma,Ancylobacter,Anoxybacillus,Apibacter,Aquaspirillum,Aquincola,Aquirhabdus,Aquisphaera,Arabidopsis,Arachidicoccus,Arachis,Arachnia,Arthrobacter,Aspergillus,Asticcacaulis,Atlantibacter,Atopobium,Aurantimonas,Aureimonas,Aureobasidium,Auricularia,Austropallene,Avena,Axinyssa,Azoarcus,Azorhizobium,Azotobacter,Bacillus,Bacteroides,Baekduia,Balanotaenia,Bergeyella,Betacoronavirus,Bibersteinia,Bifidobacterium,Blastococcus,Blautia,Bodomorpha,Boechera,Bombilactobacillus,Bordetella,Bosea,Bradyrhizobium,Brassica,Brenneria,Brevibacterium,Brevundimonas,Buchnera,Burkholderia,Butyrivibrio,Camellia,Campylobacter,Candida,Candidatus Mycosynbacter,Capillimicrobium,Capnocytophaga,Cardiobacterium,Cardita,Carnobacterium,Catonella,Caulobacter,Cedecea,Cellaria,Cellulomonas,Cereibacter,Chlorobaculum,Chromobacterium,Chroococcidiopsis,Chryseobacterium,Citrobacter,Cladosporium,Clitopilus,Cloacibacterium,Clostridium,Comamonas,Conchiformibius,Contracaecum,Corynebacterium,Crenobacter,Croceicoccus,Cronobacter,Cryobacterium,Cryptococcus,Cryptosporidium,Cucumis,Cucurbita,Cupriavidus,Curtobacterium,Cutibacterium,Cyanoptyche,Dechloromonas,Deinococcus,Delftia,Demodex,Dermabacter,Dermacoccus,Desulfitobacterium,Devosia,Dialister,Dichelobacter,Dickeya,Digitaria,Dolosigranulum,Dysgonomonas,Edwardsiella,Eikenella,Elizabethkingia,Enhydrobacter,Enterobacter,Enterococcus,Enterovirus,Entyloma,Erwinia,Erythrobacter,Escherichia,Esquamula,Euphorbia,Exobasidium,Faucicola,Ferribacterium,Festuca,Filifactor,Fistulifera,Flavisolibacter,Flavobacterium,Frankia,Fujientomon,Fusarium,Fuscovulum,Fusobacterium,Gardnerella,Gemella,Gemmatimonas,Gemmatirosa,Geodermatophilus,Georgenia,Gephyromycinifex,Glaesserella,Gleimia,Gordonia,Granulicatella,Grimontella,Haemophilus,Halomonas,Halopseudomonas,Hedera,Herbaspirillum,Heyndrickxia,Hordeum,Hoylesella,Humisphaera,Hymenobacter,Ideonella,Idiomarina,Indioceanicola,Inocybe,Isoalcanivorax,Izhakiella,Janibacter,Janthinobacterium,Jejubacter,Jeotgalibaca,Kaistella,Kangiella,Kazachstania,Kingella,Klebsiella,Klebsormidium,Kluyvera,Kocuria,Komagataella,Kosakonia,Kribbella,Labilithrix,Lachnoanaerobaculum,Lactiplantibacillus,Lactobacillus,Laetiporus,Lancefieldella,Lautropia,Lawsonella,Leclercia,Leifsonia,Leptolyngbya,Leptospira,Leptotrichia,Limnobaculum,Limnoglobus,Limnohabitans,Limosilactobacillus,Liquorilactobacillus,Lolium,Luteimonas,Lysobacter,Macrococcus,Malassezia,Malus,Mammaliicoccus,Mannheimia,Marinilactibacillus,Marinomonas,Marivirga,Marivivens,Massilia,Megasphaera,Melanconis,Mesorhizobium,Metakosakonia,Metapneumovirus,Methylobacterium,Methylomusa,Methylophaga,Methylophilus,Methylorubrum,Methyloversatilis,Microbacterium,Microcella,Micrococcus,Microcoleus,Microlunatus,Microvirga,Mitchella,Mixta,Mobilicoccus,Modestobacter,Mogibacterium,Moranella,Moraxella,Morganella,Morococcus,Mucilaginibacter,Musa,Mycetocola,Mycobacterium,Mycolicibacterium,Mycoplasma,Nanosynbacter,Neisseria,Neobacillus,Neorhizobium,Neospora,Nitrospina,Niveispirillum,Nocardia,Nocardioides,non-genus-specific reads in family Actinomycetaceae,non-genus-specific reads in family Aeromonadaceae,non-genus-specific reads in family Candidatus Nanogingivalaceae,non-genus-specific reads in family Carnobacteriaceae,non-genus-specific reads in family Chitinophagaceae,non-genus-specific reads in family Chromatiaceae,non-genus-specific reads in family Comamonadaceae,non-genus-specific reads in family Corynebacteriaceae,non-genus-specific reads in family Coxiellaceae,non-genus-specific reads in family Cytophagaceae,non-genus-specific reads in family Enterobacteriaceae,non-genus-specific reads in family Eubacteriales Family XIII. Incertae Sedis,non-genus-specific reads in family Geodermatophilaceae,non-genus-specific reads in family Hyphomicrobiaceae,non-genus-specific reads in family Inoviridae,non-genus-specific reads in family Lachnospiraceae,non-genus-specific reads in family Malasseziaceae,non-genus-specific reads in family Moraxellaceae,non-genus-specific reads in family Myoviridae,non-genus-specific reads in family Neisseriaceae,non-genus-specific reads in family Nocardioidaceae,non-genus-specific reads in family Parviterribacteraceae,non-genus-specific reads in family Pasteurellaceae,non-genus-specific reads in family Planctomycetaceae,non-genus-specific reads in family Prevotellaceae,non-genus-specific reads in family Pseudomonadaceae,non-genus-specific reads in family Siphoviridae,non-genus-specific reads in family Sphingomonadaceae,non-genus-specific reads in family Streptococcaceae,non-genus-specific reads in family Totiviridae,non-genus-specific reads in family Tydeidae,non-genus-specific reads in family Xanthobacteraceae,Nostoc,Noviherbaspirillum,Novosphingobium,Orbilia,Oribacterium,Oryza,Oscillatoria,Ottowia,Paenarthrobacter,Pandoraea,Pantoea,Parabacteroides,Paraburkholderia,Paracoccus,Paramagnetospirillum,Paraprevotella,Parietaria,Paroceanicella,Parvimonas,Pasteurella,Pauljensenia,Pectobacterium,Pedobacter,Pelagibacterium,Pengzhenrongella,Penicillium,Peptococcus,Peptoniphilus,Peptostreptococcus,Peribacillus,Permianibacter,Persea,Phenylobacterium,Phlebiopsis,Phocaeicola,Photorhabdus,Phragmites,Phytobacter,Picea,Pichia,Pinus,Piper,Planctomyces,Platanus,Pluralibacter,Pneumocystis,Pontibacter,Porphyrobacter,Porphyromonas,Prescottella,Prevotella,Prevotellamassilia,Profftella,Propionibacterium,Proteus,Protofrankia,Providencia,Pseudescherichia,Pseudoalteromonas,Pseudobacter,Pseudoclostridium,Pseudocnuella,Pseudoduganella,Pseudoleptotrichia,Pseudomonas,Pseudonocardia,Pseudoprevotella,Pseudostreptobacillus,Pseudoxanthomonas,Psychrobacter,Pyrenophora,Pyrus,Qipengyuania,Quercus,Radiobacillus,Ralstonia,Ramlibacter,Raoultella,Rheinheimera,Rhizobium,Rhizoctonia,Rhizophydium,Rhizorhabdus,Rhodoblastus,Rhodococcus,Rhododendron,Rhodoferax,Rhodopseudomonas,Rhodotorula,Rhyacophila,Riemerella,Rodentibacter,Romboutsia,Roseomonas,Rothia,Rufibacter,Ruminococcus,Saccharimonas,Saccharomonospora,Saccharomyces,Salinibacterium,Salinimonas,Saliniradius,Salmonella,Sanguibacter,Schaalia,Scutellospora,Sebaldella,Segatella,Selenomonas,Serratia,Shewanella,Shigella,Siansivirga,Simiduia,Simonsiella,Singulisphaera,Skermanella,Sneathia,Solanum,Sphaerotilus,Sphingobium,Sphingomonas,Sphingosinicella,Spirirestis,Sporosarcina,Staphylococcus,Stenotrophomonas,Stranvaesia,Streptobacillus,Streptococcus,Streptomyces,Stutzerimonas,Succinivibrio,Sutterella,Taiwanofungus,Tannerella,Tardibacter,Tautonia,Tenuifilum,Tetragenococcus,Tetrasphaera,Thermoanaerobacterium,Thioclava,Thiomargarita,Thomasclavelia,Thoracostoma,Tolumonas,Tolypothrix,Totivirus,Treponema,Trichormus,Tripterygium,Triticum,Tropheryma,Tubulinosema,Tulasnella,Turicibacter,Undibacterium,Ureaplasma,Variovorax,Veillonella,Vogesella,Weissella,Xanthomonas,Yersinia,Yokenella,Zea,Zunongwangia
healthy_001,0.000599006,0,0,0,0,0,0,0.000718807,0,0,0,0,0,0.001257913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012938532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002575726,0,0,0,0,0,0,0,0,0,0,0,0.005750459,0,0,0,0.000898509,0,0,0,0,0,0,0,0,0,0,0.0097638,0,0.000539106,0,0,0,0.01072221,0,0,0.00101831,0,0,0,0.000539106,0,0,0,0,0,0.004732148,0,0,0,0,0,0,0.001856919,0.769483273,0,0,0,0,0,0,0,10.90927932,0,0,0.050436316,0,0,0,0,0,0,0,0.00191682,0,0,0,0.00191682,0,0,0,0,0,0,0,0.000539106,0.014196445,14.38513219,0,0.000419304,0,0,0,0.086795988,0,0,0,0.007247974,0,0.130523436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000599006,0,0.005271254,0,0,0,0,0,0,0,0,0.000419304,0.00682867,0.006409366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001797018,0,0,0,0,0,0,0,0,0.12309576,0,0.014196445,0,0.001078211,0.356827951,0,0,0,0,0,0,0,0,0,0.01371724,0.010063303,0,0,0.001377714,0,0,0,0,0,0,0,0,0,0.001797018,0,0,0,0,0,0,0,0,0,0,0.000718807,7.563590491,12.85029878,0.000898509,0,0,0,0,0,0,0,0,0,0,0,0,0.009703899,0.001198012,0,0,0,30.47251999,0,0,0,0,0,0,0,0,0,0.125851188,0,0,0,0,0,0,0,0,0,0,0.002156422,0,0,0,0,0,0,4.895197888,0,0,0,0,0,0,0,0.000419304,0,0,0,0,0,0,0,0.003174732,0,0.001317813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02833299,0,0,0,0,0,0,0,0,0,0,0.000718807,0,0,0,0,0,0,0,0.000838609,0,0,0,0,0,0,0,16.91048213,0,0,0,0,0,0,0.030130008,0,0,0,0,0,0,0,0,0,0,0,0,0.000778708,0,0,0,0,0,0,0,0,0,0,0,1.182617801,0,0,0,0,0,0,0,0.017670681,0,0,0,0,0,0,0,0,0,0,0,0,0.001497515,0,0,0,0.001437615,0,0,0,0,0,0,0,0,0.057205085,0,0,0,0,0,0,0.00485195,0,0.015334557,0,0,0,0,0,0,0,0,0,0.001257913,0,0,0,0.558573215,0,0,0,24.32336268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191682,0,0,0,0,0,0,0,0.003294534,0,0.001078211,0.000479205,0.00778708,0.043787348,0,0
healthy_002,0.002376189,0,0,0.000565759,0.037113813,0,0,0,0,0,0,0,0.001414398,0,0,0,0,0,0,0,0.001018367,0,0,0,0,0,0,0,0,0.005714169,0,0,0,0,0.000565759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000678911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024384228,0,0,0,0.000735487,0,0,0,0,0,0,0,0.000452607,0,0,0,0,0,0.005204986,0,0,0,0,0,0,0,0,0,0,0,0,0.002036734,0,0.002036734,0,0,0,0,0,0,0,0.002545917,0,0,0,0,0.001357822,0,0,0,46.17761675,0,0,0,0,0,0,0,0,0,0,0.002036734,0,0,0,0,0,0,0,0,0.000905215,0,0,0,0,26.82423441,0,0,0,0,0,0.008260086,0.006393081,0,0,0,0,0.064779444,0,0,0,0,0,0.000848639,0,0,0,0,0,0,0,0,0.000396032,0.001244671,0.018726634,0,0,0,0,0,0,0,0.00152755,0.000565759,0,0.011541491,0,0,0,0,0.001584126,0,0,0,0,0,0,0,0,0,0,0,0.000452607,0,0,0,0,0,0,0,0,0,0.000396032,0.001470974,0,0,0.000678911,0,0,0,0,0,0,0,0,0,0,0,0.002715645,0,0,0,0,0.003677436,0,0.000452607,0,0,0,0,0.000565759,0,0,0,0,0,0.000565759,0,0,0,0,0,0.00181043,0,0,0,0,0,0.003281404,0,0,0,0,0,0,0,0,0.000509183,0,0,53.36027102,0,0,0,0,0,0.003394556,0,0,0,0.487797703,0,0,0,0,0,0,0.00667596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000396032,0,0,0,0,0.003507708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062686135,0,0,0.001753854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051031492,0,0,0,0,0,0,0,0.001980158,0,0.000678911,0.002036734,0,0.000678911,0,0,0,0,0,0,0,0,0,0,0.004299771,0,0,0,0,0,0.000452607,0,0,0,0,0.007128568,0,0.001470974,0.001357822,0.000452607,0,0,0.000678911,0,0,0,0,0,0,0,0.002376189,0,0,0,0.01391768,0,0,0,0,0,0,0,0.000565759,0,0,0.003734012,0,0.000452607,0,0,0,0,0,0,0,0,0,0,0,0.001244671,0,0.001244671,0.000565759,0,0,0,0.013747952,0,0,0.000452607,0.293855401,0.010409972,0.005883897,0,0,0,0,0,0,0,0.004752378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002149885,0,0,0,0.004922106,0,0.000905215,0,0,0,0,0
healthy_003,0,0,0,0,0.030910346,0,0,0.01052128,0,0.000784195,0,0,0,0,0.002352584,0,0.001045593,0,0,0,0,0,0,0,0,0,0,0,0.001045593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007972647,0,0,0,0,0,0,0.010063833,0.099723441,0,0.002156536,0,0,0,0,0,0,0,0,0,0,0.174810094,0.000718845,0,0,0,0,0,0.000849544,0,0,0,0,0,0,0,0,0,0,0,0,0.000522797,0,0,0,0,0,0.004705169,0,0,0,0,0.000457447,0,0,0.000849544,0,0.000784195,0.000457447,0.000522797,0,0,0,0.000784195,77.01766791,0,0,0,0,0.025420982,0,0,0,0,0,0.003920974,0.000457447,0,0,0,0.002091186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00143769,0,0,0.096913409,0,0.000457447,0.005097266,0,0,0,0,0,0,0,0,0.000718845,0,0,0,0,0.041823723,0,0,0,0,0,0,0.000522797,0,0,0,0.000784195,0,0,0,0,0,0,0,0,0.00143769,0,0,0,0.000588146,0,0,0.001045593,0,0,0,0,0,0,0,0,0,0,0,0.002744682,0,0,0,0,0,0.000653496,0.000522797,0.003136779,0,0,0,0,0,0,0,0,0.000522797,0,0,0,0.034308523,0,0,0,31.55233978,0.001110943,0.000784195,0,0,0,0,0,0.005489364,0,0.000522797,0,0,0,0.002287235,0,0,0,0.000784195,0,0,0,0,0,0,0,0.000653496,0,0,0.004770518,0,0,0.004705169,0,0,0,0,0,0,0.000522797,0,0,0.001045593,0,0,0,0,0,0.000784195,0.01065198,0,0,0,0,0,0,0.000522797,0,0,0,0,0,0,0,0,0,0.079661123,0,0,0,0,0,0,0,0,0,0,0,0,0.005358665,0,0,0,0,0,0.001306991,0,0,0,0,0.000784195,0,0.050188468,0,0.000784195,0,0,0,0.000522797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000653496,0.004182372,0,0,0,0,0,0.036595758,0.001176292,0,0.003528877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014899701,3.649969416,0,0,0.001045593,0,0,0.002875381,0,0.001764438,0,0.032609434,0,0,0,0.002091186,0.000653496,0.000522797,0,0,0.013396661,0,0,0,0,0,0,0,0,0,1.501406323,0,0.001176292,0,0,0.00450912,0,0,0,0,0,0.000914894,0.001699089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001633739,0,0,0,9.345641707,0.000784195,0.002221885,0,4.497095865,0,0.026009128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018036481,0,0,0,0,0,0,0,0.002483284,0,0,0,0.00914894,0,0,0,0,0,0,0
healthy_004,0,0,0,0,0.024778176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.88427412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007669436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035397395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002949783,0,0,0,0,0,0,0,0,0,0,0,0,0.002359826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10239286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002359826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02418822,0,0.002359826,0.005899566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01032424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006784501,0,0,0,0,0,0.005604588,0,0,0,0,0.33450538,0,0,0,0,0,0.024778176,0,0,0,0,0,0,0,0,0,0,0,0.002949783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073154616,0,0,0,0.228313196,0,0.008849349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008259392,0,0,0,0,0,0,0,0,0,0,0
healthy_005,0.012451869,0,0.000798197,0,0.004629541,0,0.090196229,0.105521606,0.002953328,0,0.015085918,0.005587377,0,0.003112967,0,0.004230443,0,0,0,0,0,0,0,0,0,0.003033148,0,0.008540705,0,0,0,0,0,0,0,0.00239459,0,0,0,0,0.000558738,0,0,0,0,0,0,0,0.000878016,0.007103951,0,0.000957836,0,0.000638557,0.003432246,0.014048262,0.000798197,0,0,0.001436754,0,0,0.000798197,0,0.011813311,0.207850424,0,0,0.002234951,0,0.000558738,0,0.003671705,0,0.001117475,0,0.000718377,0,0.001037656,0,0,0,0,0.00965818,0,0.000957836,0,0,0.007822328,0.072476262,0.001197295,0,0,0.007981967,0,0,0,0,0,0,0.005268098,0,0,0,0,0.072396442,0,0,0,0,0,0.032007688,0.000558738,0,50.68365549,0,0.001277115,0,0,0,0.000798197,0,0,0,0,0.05834818,0,0,0,0,0,0.043102623,0.000718377,0,0.033524262,0,0,0,0,26.02177161,0,0,0.005427738,0.001037656,0,0.032406787,0.028176344,0,0,0,0,0.076227786,0,0,0.002075311,0,0,0,0,0.000798197,0.002634049,0.001117475,0.002155131,0,0,0,0.374274439,0,0.236186408,0.001676213,0.003432246,0.001756033,0.002234951,0,0.001037656,0,0.042863164,0.025143196,0,1.645003608,0,0,0,0.000878016,0,0.002155131,0,0.008221426,0.000957836,0,0,0,0,0,0,0.001117475,0,0,0,0,0,0,0.013090426,0,0.000798197,0,1.980086588,0.001436754,0,0,0,0.008620525,0.011414213,0.002873508,0,0.003033148,0.069842212,0,0,0,0,0.000798197,0.05834818,0,0,0,0,0,0.00247441,0,0,2.202943111,0.134496146,0,0.002234951,0,0,0,0.000957836,0.008780164,0,0.001197295,0,0.001756033,0,0,0.002713869,0,0,0,0.002554229,0,0.003512066,0.00239459,0.000558738,0,0,0,0,0,0,0.006385574,0.003751525,0,0.002873508,0,0,0,0.002713869,0.001197295,0,0,0,0.001277115,5.692260046,0,0.000957836,0,0.000638557,0,0,0.012531688,0,0,0.001037656,0,0.001356934,0,0.001596393,0.133298851,0,0,0,0,0,0,0,0.001117475,0,0,0,0.006225934,0.002075311,0,0,0.000638557,0,0,0,0.001676213,0,0,0,0,0.000558738,0.000558738,0.002873508,0,0.001356934,0.005108459,0,0.013968442,0,0,0.010376557,0.004709361,0,0.013090426,0,0,0,0,0,0,0.001756033,0,0,0.011893131,0.000878016,0,0.001356934,0.001436754,0,0,0,0,0.000878016,0,0,0,0.000798197,0,0,0.00247441,0.037195967,0,0,0,0,0,0.002953328,0,0,0,0.225410752,0,0,0,0,0,0,0,0,0.000638557,0.001436754,0.00231477,0,0,0.017400688,0,0,0,0,0,0,0,0.000638557,0,0.001356934,0.023067885,0.005906656,0,0,0,0,0,0.001037656,0.000798197,0.003990984,0,0,0,0.005906656,0,0,0,0,0.001835852,0.604634011,0.007103951,0,0,0,0,0.001277115,0,0,0,0,0.11174754,0,0,0,0.000878016,0.000718377,0,0,0,0,0,0,0,0,0,0,0,0.019875098,0.008540705,0,0.000638557,16.33357918,0,0,0.001277115,8.484352152,0.005906656,0.005507557,0,0,0,0.009418721,0.003432246,0,0,0,0,0.001197295,0,0,0,0.002075311,0,0,0,0,0,0,0,0,0,0,0.028575442,0,0,0,1.246703448,0,0,0,0,0,0,0
healthy_006,0,0,0,0,0.044531528,0,0.001228456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001842684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001689127,0,0,0,0,0,0,0,0,0,0,0.001228456,0,0.001842684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001842684,0,0,0,0,0.002456912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.900734617,0,0,0,0,0,0,0,0,0,0,0.061576355,0,0,0,0,0,0,0,0,0,0,0,0,0,4.652623368,0,0,0,0,0,0.039310591,0,0,0,0,0,0.085991917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001842684,0,0.017659054,0,0,0,0,0,0,0,0,0.005067381,0,0.03731435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00460671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011670332,0,0,0,0,0,0,0,0,0,0.00460671,0,0,0,0,0,0,0,0.001689127,0,0,0,0,0,0.03577878,0,0,0,0.002456912,0,0,0,0.001689127,0,0,0,0,0,0,0,0,0,9.861890839,0,0,0,0,0,0,0,0,0,0.018273282,0,0,0.001842684,0,0,0,0,0.002149798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007984964,0,0,0,0,0,0,0,0,0.003531811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043303072,0,0,0,0,0,0,0,0,0,0.003838925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006602951,0,0,0,0.002149798,0,0,0,0,0,0,0.037621464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022572878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003378254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089523728,0,0.004913824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00921342,0,0,0,0,0,0,0
healthy_007,0,0,0,0,0.443155844,0,0.009104421,0.002590689,0,0,0,0,0,0,0,0.001776472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021243649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005477457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001110295,0,0.000962256,0,0,0.001776472,0.002886768,0,0,0.000518138,0,0.000518138,0,0,0,0,0,0,0,0,0,0,0,0,0.000592157,0,0,0,0,0.024574535,0,0,0,0.007994126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001554413,0,0,0,3.617934081,0,0,0,0,0,0,0,0,0,0,0.002812748,0,0,0,0,0,0,0,0,0,0,0,0,0,1.627174698,0,0,0.003034807,0,0,0.012065208,0,0.029903952,0,0,0,0.095115293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024500515,0,0.006735791,0,0,0.000740197,0,0,0,0,0,0.000666177,0,5.566502244,0,0,0.000518138,0,0,0,0.001554413,0,0,0,0.000592157,0.003034807,0,0,0,0,0,0,0,0,0,0,0,0.001036276,0,0,0,0.001924512,0,0,0,0,0,0,0,0,0.00244265,0,0,0,0,0,0.005625496,0,0,0,0.000888236,0,0.001110295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000888236,0,0,0,0,0,0,0,0,0.000666177,0,0,0,0,93.03089878,0,0,0,0,0,0,0,0,0,0.337825835,0,0,0,0,0,0,0.002886768,0,0.001554413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000740197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003182846,0,0,0.0139157,0.000592157,0.000740197,0,0.001184315,0.000592157,0,0,0,0,0,0,0,0,0,0,0,0,0.001258335,0,0,0,0,0,0,0,0,0,0,0,0.040340727,0,0,0,0,0,0,0,0.039156412,0,0.034641212,0.000592157,0,0,0,0,0,0,0,0,0,0,0,0,0.011991189,0,0,0,0,0.011102952,0,0,0,0,0,0.040118668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020281393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001184315,0,0,0,0,0,0,0.004441181,0.001628433,0,0,0,0,0.001628433,0,0,0,0.003256866,0,0,0,0.988458851,0,0.002072551,0,0,0,0.001184315,0,0,0.00244265,0,0,0,0,0,0,0,0,0,0,0.014655897,0,0,0,0,0,0,0,0,0,0,0.003700984,0,0,0,0,0,0,0
